Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitECFPMorganFP/DYRK2_QDA,0.067567,0.514537,0.154930,8.609900e-08
RDKitECFPMorganFP/DYRK2_PLS-DA,0.533258,0.924264,0.938967,6.126036e-07
RDKitECFPMorganFP/DYRK2_DNN,0.330704,0.749462,0.934272,2.107897e-05
RDKitECFPMorganFP/EGFR_Nearest Neighbors,0.385748,0.731383,0.906542,1.539292e-08
RDKitECFPMorganFP/EGFR_Linear SVM,0.357613,0.739975,0.892523,1.257921e-08
RDKitECFPMorganFP/EGFR_RBF SVM,0.155284,0.519231,0.883178,3.619634e-08
RDKitECFPMorganFP/EGFR_Gaussian Process,0.354421,0.765139,0.878505,1.304378e-06
RDKitECFPMorganFP/EGFR_Decision Tree,0.426806,0.808920,0.897196,6.874304e-09
RDKitECFPMorganFP/EGFR_Random Forest,0.121495,0.500000,0.878505,5.090469e-07
RDKitECFPMorganFP/EGFR_AdaBoost,0.480601,0.833470,0.911215,7.658612e-08
RDKitECFPMorganFP/EGFR_Naive Bayes,0.242458,0.668985,0.855140,6.941742e-09
RDKitECFPMorganFP/EGFR_QDA,0.140541,0.577128,0.257009,1.182658e-07
RDKitECFPMorganFP/EGFR_PLS-DA,0.646362,0.910802,0.906542,6.075059e-07
RDKitECFPMorganFP/EGFR_DNN,0.751424,0.861088,0.901869,2.031058e-05
RDKitECFPMorganFP/EPHA1_Nearest Neighbors,0.206075,0.597487,0.939252,1.728232e-08
RDKitECFPMorganFP/EPHA1_Linear SVM,0.308723,0.692462,0.943925,1.281126e-08
RDKitECFPMorganFP/EPHA1_RBF SVM,0.070093,0.500000,0.929907,4.040293e-08
RDKitECFPMorganFP/EPHA1_Gaussian Process,0.070093,0.500000,0.929907,2.066467e-06
RDKitECFPMorganFP/EPHA1_Decision Tree,0.098843,0.554104,0.915888,1.179277e-08
RDKitECFPMorganFP/EPHA1_Random Forest,0.070093,0.500000,0.929907,4.943182e-07
RDKitECFPMorganFP/EPHA1_AdaBoost,0.131075,0.587437,0.920561,7.354634e-08
RDKitECFPMorganFP/EPHA1_Naive Bayes,0.156075,0.592462,0.929907,5.662720e-09
RDKitECFPMorganFP/EPHA1_QDA,0.078915,0.559631,0.238318,1.426307e-07
RDKitECFPMorganFP/EPHA1_PLS-DA,0.471444,0.811725,0.939252,6.151642e-07
RDKitECFPMorganFP/EPHA1_DNN,0.499235,0.768174,0.934579,2.112689e-05
RDKitECFPMorganFP/EPHA2_Nearest Neighbors,0.094800,0.535962,0.938967,1.599625e-08
RDKitECFPMorganFP/EPHA2_Linear SVM,0.102925,0.566923,0.929577,1.139614e-08
RDKitECFPMorganFP/EPHA2_RBF SVM,0.061033,0.500000,0.938967,3.969361e-08
RDKitECFPMorganFP/EPHA2_Gaussian Process,0.133261,0.538462,0.943662,3.392653e-06
RDKitECFPMorganFP/EPHA2_Decision Tree,0.113182,0.569423,0.934272,8.639934e-09
RDKitECFPMorganFP/EPHA2_Random Forest,0.061033,0.500000,0.938967,5.152119e-07
RDKitECFPMorganFP/EPHA2_AdaBoost,0.154207,0.574423,0.943662,7.299119e-08
RDKitECFPMorganFP/EPHA2_Naive Bayes,0.090105,0.561923,0.920188,7.141815e-09
RDKitECFPMorganFP/EPHA2_QDA,0.068723,0.559038,0.239437,7.571187e-08
RDKitECFPMorganFP/EPHA2_PLS-DA,0.289461,0.686923,0.938967,5.945172e-07
RDKitECFPMorganFP/EPHA2_DNN,0.179827,0.578462,0.938967,2.091746e-05
RDKitECFPMorganFP/EPHA3_Nearest Neighbors,0.278037,0.625000,0.971963,1.620324e-08
RDKitECFPMorganFP/EPHA3_Linear SVM,0.128037,0.617718,0.957944,9.471469e-09
RDKitECFPMorganFP/EPHA3_RBF SVM,0.037383,0.500000,0.962617,3.320737e-08
RDKitECFPMorganFP/EPHA3_Gaussian Process,0.037383,0.500000,0.962617,5.055724e-06
RDKitECFPMorganFP/EPHA3_Decision Tree,0.074377,0.557646,0.957944,8.364391e-09
RDKitECFPMorganFP/EPHA3_Random Forest,0.037383,0.500000,0.962617,5.137035e-07
RDKitECFPMorganFP/EPHA3_AdaBoost,0.050567,0.547937,0.939252,7.626327e-08
RDKitECFPMorganFP/EPHA3_Naive Bayes,0.037383,0.495146,0.953271,7.402278e-09
RDKitECFPMorganFP/EPHA3_QDA,0.043956,0.577670,0.186916,8.135193e-08
RDKitECFPMorganFP/EPHA3_PLS-DA,0.261352,0.790352,0.967290,5.971742e-07
RDKitECFPMorganFP/EPHA3_DNN,0.151699,0.832221,0.962617,2.081513e-05
RDKitECFPMorganFP/EPHA4_Nearest Neighbors,0.037383,0.497573,0.957944,2.025523e-08
RDKitECFPMorganFP/EPHA4_Linear SVM,0.125637,0.668083,0.939252,9.250973e-09
RDKitECFPMorganFP/EPHA4_RBF SVM,0.157710,0.562500,0.967290,3.811632e-08
RDKitECFPMorganFP/EPHA4_Gaussian Process,0.037383,0.500000,0.962617,4.328291e-06
RDKitECFPMorganFP/EPHA4_Decision Tree,0.037383,0.497573,0.957944,9.746505e-09
RDKitECFPMorganFP/EPHA4_Random Forest,0.037383,0.500000,0.962617,5.140170e-07
RDKitECFPMorganFP/EPHA4_AdaBoost,0.125637,0.668083,0.939252,7.477876e-08
RDKitECFPMorganFP/EPHA4_Naive Bayes,0.053544,0.550364,0.943925,6.281413e-09
RDKitECFPMorganFP/EPHA4_QDA,0.043956,0.577670,0.186916,8.832878e-08
RDKitECFPMorganFP/EPHA4_PLS-DA,0.261131,0.908374,0.962617,6.171966e-07
RDKitECFPMorganFP/EPHA4_DNN,0.239537,0.739684,0.962617,2.088569e-05
RDKitECFPMorganFP/EPHA6_Nearest Neighbors,0.292056,0.625000,0.957944,1.615218e-08
RDKitECFPMorganFP/EPHA6_Linear SVM,0.204050,0.656766,0.943925,1.211232e-08
RDKitECFPMorganFP/EPHA6_RBF SVM,0.056075,0.500000,0.943925,3.613658e-08
RDKitECFPMorganFP/EPHA6_Gaussian Process,0.213396,0.583333,0.953271,2.307553e-06
RDKitECFPMorganFP/EPHA6_Decision Tree,0.259605,0.661716,0.953271,7.412660e-09
RDKitECFPMorganFP/EPHA6_Random Forest,0.056075,0.500000,0.943925,5.194571e-07
RDKitECFPMorganFP/EPHA6_AdaBoost,0.403037,0.745050,0.962617,7.350067e-08
RDKitECFPMorganFP/EPHA6_Naive Bayes,0.204050,0.656766,0.943925,7.269744e-09
RDKitECFPMorganFP/EPHA6_QDA,0.064516,0.569307,0.186916,8.160748e-08
RDKitECFPMorganFP/EPHA6_PLS-DA,0.418474,0.766502,0.948598,6.015559e-07
RDKitECFPMorganFP/EPHA6_DNN,0.527942,0.773927,0.943925,2.119874e-05
RDKitECFPMorganFP/EPHA8_Nearest Neighbors,0.127767,0.566403,0.934272,2.280835e-08
RDKitECFPMorganFP/EPHA8_Linear SVM,0.235361,0.696698,0.929577,1.259581e-08
RDKitECFPMorganFP/EPHA8_RBF SVM,0.065728,0.500000,0.934272,3.551128e-08
RDKitECFPMorganFP/EPHA8_Gaussian Process,0.204591,0.663496,0.929577,1.210892e-06
RDKitECFPMorganFP/EPHA8_Decision Tree,0.173932,0.630294,0.929577,8.961922e-09
RDKitECFPMorganFP/EPHA8_Random Forest,0.065728,0.500000,0.934272,5.054503e-07
RDKitECFPMorganFP/EPHA8_AdaBoost,0.220825,0.666009,0.934272,7.660126e-08
RDKitECFPMorganFP/EPHA8_Naive Bayes,0.404906,0.711773,0.957746,5.769894e-09
RDKitECFPMorganFP/EPHA8_QDA,0.076503,0.575377,0.206573,8.264034e-08
RDKitECFPMorganFP/EPHA8_PLS-DA,0.508410,0.893037,0.934272,6.146745e-07
RDKitECFPMorganFP/EPHA8_DNN,0.511622,0.869706,0.938967,2.096129e-05
RDKitECFPMorganFP/EPHB1_Nearest Neighbors,0.099598,0.569001,0.967136,1.694743e-08
RDKitECFPMorganFP/EPHB1_Linear SVM,0.179494,0.702150,0.957746,9.637779e-09
RDKitECFPMorganFP/EPHB1_RBF SVM,0.032864,0.500000,0.967136,3.894679e-08
RDKitECFPMorganFP/EPHB1_Gaussian Process,0.032864,0.500000,0.967136,4.234421e-06
RDKitECFPMorganFP/EPHB1_Decision Tree,0.213950,0.640430,0.971831,8.855643e-09
RDKitECFPMorganFP/EPHB1_Random Forest,0.032864,0.500000,0.967136,5.195996e-07
RDKitECFPMorganFP/EPHB1_AdaBoost,0.032864,0.483010,0.934272,7.516078e-08
RDKitECFPMorganFP/EPHB1_Naive Bayes,0.056740,0.561720,0.953052,6.290855e-09
RDKitECFPMorganFP/EPHB1_QDA,0.038043,0.570388,0.169014,8.807957e-08
RDKitECFPMorganFP/EPHB1_PLS-DA,0.191596,0.861304,0.957746,6.254659e-07
RDKitECFPMorganFP/EPHB1_DNN,0.185084,0.860610,0.967136,2.194022e-05
RDKitECFPMorganFP/EPHB2_Nearest Neighbors,0.042056,0.500000,0.957944,1.625217e-08
RDKitECFPMorganFP/EPHB2_Linear SVM,0.096202,0.598916,0.943925,1.032560e-08
RDKitECFPMorganFP/EPHB2_RBF SVM,0.148494,0.555556,0.962617,3.766315e-08
RDKitECFPMorganFP/EPHB2_Gaussian Process,0.096202,0.598916,0.943925,1.329416e-06
RDKitECFPMorganFP/EPHB2_Decision Tree,0.042056,0.497561,0.953271,7.502016e-09
RDKitECFPMorganFP/EPHB2_Random Forest,0.042056,0.500000,0.957944,5.188282e-07
RDKitECFPMorganFP/EPHB2_AdaBoost,0.143821,0.606233,0.957944,7.670424e-08
RDKitECFPMorganFP/EPHB2_Naive Bayes,0.051272,0.538482,0.929907,7.805520e-09
RDKitECFPMorganFP/EPHB2_QDA,0.050847,0.590244,0.214953,8.426629e-08
RDKitECFPMorganFP/EPHB2_PLS-DA,0.396863,0.708943,0.962617,6.284674e-07
RDKitECFPMorganFP/EPHB2_DNN,0.195414,0.691057,0.957944,2.119930e-05
RDKitECFPMorganFP/EPHB6_Nearest Neighbors,0.239734,0.615404,0.830986,1.743961e-08
RDKitECFPMorganFP/EPHB6_Linear SVM,0.297575,0.680051,0.835681,1.300895e-08
RDKitECFPMorganFP/EPHB6_RBF SVM,0.154930,0.500000,0.845070,3.940723e-08
RDKitECFPMorganFP/EPHB6_Gaussian Process,0.301487,0.625253,0.868545,4.819153e-06
RDKitECFPMorganFP/EPHB6_Decision Tree,0.267471,0.626515,0.849765,8.275920e-09
RDKitECFPMorganFP/EPHB6_Random Forest,0.154930,0.500000,0.845070,5.653096e-07
RDKitECFPMorganFP/EPHB6_AdaBoost,0.294009,0.670455,0.840376,7.500723e-08
RDKitECFPMorganFP/EPHB6_Naive Bayes,0.181460,0.556061,0.793427,7.354152e-09
RDKitECFPMorganFP/EPHB6_QDA,0.163825,0.532071,0.230047,6.982706e-08
RDKitECFPMorganFP/EPHB6_PLS-DA,0.375913,0.758249,0.835681,5.986383e-07
RDKitECFPMorganFP/EPHB6_DNN,0.382146,0.777104,0.830986,2.046888e-05
RDKitECFPMorganFP/ERBB2_Nearest Neighbors,0.387280,0.783617,0.915888,1.682933e-08
RDKitECFPMorganFP/ERBB2_Linear SVM,0.406848,0.748951,0.929907,1.180606e-08
RDKitECFPMorganFP/ERBB2_RBF SVM,0.098131,0.500000,0.901869,3.854989e-08
RDKitECFPMorganFP/ERBB2_Gaussian Process,0.527592,0.738095,0.948598,2.890692e-06
RDKitECFPMorganFP/ERBB2_Decision Tree,0.391538,0.727733,0.929907,8.959133e-09
RDKitECFPMorganFP/ERBB2_Random Forest,0.098131,0.500000,0.901869,5.138369e-07
RDKitECFPMorganFP/ERBB2_AdaBoost,0.538241,0.841599,0.943925,7.364938e-08
RDKitECFPMorganFP/ERBB2_Naive Bayes,0.232087,0.648532,0.901869,6.400366e-09
RDKitECFPMorganFP/ERBB2_QDA,0.122807,0.611399,0.299065,8.316550e-08
RDKitECFPMorganFP/ERBB2_PLS-DA,0.796568,0.947940,0.948598,5.915820e-07
RDKitECFPMorganFP/ERBB2_DNN,0.722708,0.930175,0.901869,2.092581e-05
RDKitECFPMorganFP/ERBB3_Nearest Neighbors,0.406957,0.724797,0.967136,1.430237e-08
RDKitECFPMorganFP/ERBB3_Linear SVM,0.323773,0.679343,0.962441,8.918350e-09
RDKitECFPMorganFP/ERBB3_RBF SVM,0.137857,0.545455,0.953052,3.256797e-08
RDKitECFPMorganFP/ERBB3_Gaussian Process,0.224072,0.590909,0.957746,7.511234e-06
RDKitECFPMorganFP/ERBB3_Decision Tree,0.114981,0.583483,0.943662,9.521201e-09
RDKitECFPMorganFP/ERBB3_Random Forest,0.051643,0.500000,0.948357,4.983524e-07
RDKitECFPMorganFP/ERBB3_AdaBoost,0.323773,0.679343,0.962441,7.158661e-08
RDKitECFPMorganFP/ERBB3_Naive Bayes,0.069676,0.538029,0.938967,6.670072e-09
RDKitECFPMorganFP/ERBB3_QDA,0.063218,0.596535,0.234742,8.364788e-08
RDKitECFPMorganFP/ERBB3_PLS-DA,0.749470,0.970297,0.971831,6.010554e-07
RDKitECFPMorganFP/ERBB3_DNN,0.704232,0.942844,0.948357,2.024333e-05
RDKitECFPMorganFP/ERBB4_Nearest Neighbors,0.362188,0.819946,0.915888,1.640676e-08
RDKitECFPMorganFP/ERBB4_Linear SVM,0.286925,0.693192,0.929907,1.135763e-08
RDKitECFPMorganFP/ERBB4_RBF SVM,0.133590,0.529412,0.925234,3.551798e-08
RDKitECFPMorganFP/ERBB4_Gaussian Process,0.240198,0.707375,0.906542,9.755298e-07
RDKitECFPMorganFP/ERBB4_Decision Tree,0.243915,0.663780,0.925234,9.535368e-09
RDKitECFPMorganFP/ERBB4_Random Forest,0.079439,0.500000,0.920561,5.064082e-07
RDKitECFPMorganFP/ERBB4_AdaBoost,0.355782,0.725142,0.939252,7.393794e-08
RDKitECFPMorganFP/ERBB4_Naive Bayes,0.243915,0.663780,0.925234,8.930421e-09
RDKitECFPMorganFP/ERBB4_QDA,0.090426,0.565990,0.200935,8.648559e-08
RDKitECFPMorganFP/ERBB4_PLS-DA,0.566186,0.836369,0.934579,6.154444e-07
RDKitECFPMorganFP/ERBB4_DNN,0.470314,0.755748,0.939252,2.044635e-05
RDKitECFPMorganFP/ERK8_Nearest Neighbors,0.222741,0.619949,0.934579,1.672740e-08
RDKitECFPMorganFP/ERK8_Linear SVM,0.259605,0.724747,0.915888,1.160856e-08
RDKitECFPMorganFP/ERK8_RBF SVM,0.190421,0.562500,0.934579,3.758071e-08
RDKitECFPMorganFP/ERK8_Gaussian Process,0.074766,0.500000,0.925234,3.654622e-06
RDKitECFPMorganFP/ERK8_Decision Tree,0.131060,0.581124,0.915888,8.697765e-09
RDKitECFPMorganFP/ERK8_Random Forest,0.074766,0.500000,0.925234,5.147307e-07
RDKitECFPMorganFP/ERK8_AdaBoost,0.207443,0.667298,0.915888,7.655337e-08
RDKitECFPMorganFP/ERK8_Naive Bayes,0.207443,0.667298,0.915888,6.911581e-09
RDKitECFPMorganFP/ERK8_QDA,0.084573,0.562184,0.242991,8.857289e-08
RDKitECFPMorganFP/ERK8_PLS-DA,0.347321,0.831124,0.920561,6.034739e-07
RDKitECFPMorganFP/ERK8_DNN,0.575722,0.839646,0.939252,2.097338e-05
RDKitECFPMorganFP/FAK_Nearest Neighbors,0.032864,0.500000,0.967136,2.355887e-08
RDKitECFPMorganFP/FAK_Linear SVM,0.032864,0.490291,0.948357,8.813415e-09
RDKitECFPMorganFP/FAK_RBF SVM,0.032864,0.500000,0.967136,3.464283e-08
RDKitECFPMorganFP/FAK_Gaussian Process,0.137760,0.635576,0.962441,1.086863e-06
RDKitECFPMorganFP/FAK_Decision Tree,0.099598,0.569001,0.967136,6.737392e-09
RDKitECFPMorganFP/FAK_Random Forest,0.032864,0.500000,0.967136,5.068236e-07
RDKitECFPMorganFP/FAK_AdaBoost,0.046026,0.554438,0.938967,7.571081e-08
RDKitECFPMorganFP/FAK_Naive Bayes,0.032864,0.500000,0.967136,5.972926e-09
RDKitECFPMorganFP/FAK_QDA,0.036638,0.552358,0.267606,9.186367e-08
RDKitECFPMorganFP/FAK_PLS-DA,0.319783,0.645631,0.967136,6.123586e-07
RDKitECFPMorganFP/FAK_DNN,0.199790,0.440361,0.967136,2.161804e-05
RDKitECFPMorganFP/FGFR1_Nearest Neighbors,0.142056,0.550000,0.957944,2.771237e-08
RDKitECFPMorganFP/FGFR1_Linear SVM,0.087383,0.585294,0.934579,1.160986e-08
RDKitECFPMorganFP/FGFR1_RBF SVM,0.046729,0.500000,0.953271,3.686698e-08
RDKitECFPMorganFP/FGFR1_Gaussian Process,0.046729,0.500000,0.953271,3.667119e-06
RDKitECFPMorganFP/FGFR1_Decision Tree,0.058723,0.537745,0.934579,8.979462e-09
RDKitECFPMorganFP/FGFR1_Random Forest,0.046729,0.500000,0.953271,5.178639e-07
RDKitECFPMorganFP/FGFR1_AdaBoost,0.104050,0.590196,0.943925,7.405732e-08
RDKitECFPMorganFP/FGFR1_Naive Bayes,0.170717,0.597549,0.957944,6.710298e-09
RDKitECFPMorganFP/FGFR1_QDA,0.052083,0.553922,0.149533,1.577315e-07
RDKitECFPMorganFP/FGFR1_PLS-DA,0.242862,0.453922,0.939252,7.175079e-07
RDKitECFPMorganFP/FGFR1_DNN,0.180882,0.623529,0.953271,2.103716e-05
RDKitECFPMorganFP/FGFR2_Nearest Neighbors,0.056338,0.500000,0.943662,1.701245e-08
RDKitECFPMorganFP/FGFR2_Linear SVM,0.136004,0.612562,0.934272,1.081318e-08
RDKitECFPMorganFP/FGFR2_RBF SVM,0.056338,0.500000,0.943662,3.916289e-08
RDKitECFPMorganFP/FGFR2_Gaussian Process,0.056338,0.500000,0.943662,2.855321e-06
RDKitECFPMorganFP/FGFR2_Decision Tree,0.093310,0.539179,0.943662,8.997286e-09
RDKitECFPMorganFP/FGFR2_Random Forest,0.056338,0.500000,0.943662,5.268485e-07
RDKitECFPMorganFP/FGFR2_AdaBoost,0.068310,0.531716,0.929577,7.760120e-08
RDKitECFPMorganFP/FGFR2_Naive Bayes,0.102504,0.573383,0.934272,5.821164e-09
RDKitECFPMorganFP/FGFR2_QDA,0.066667,0.582090,0.211268,8.676010e-08
RDKitECFPMorganFP/FGFR2_PLS-DA,0.267882,0.719320,0.948357,6.117883e-07
RDKitECFPMorganFP/FGFR2_DNN,0.086570,0.561774,0.943662,2.087822e-05
RDKitECFPMorganFP/FGR_Nearest Neighbors,0.159800,0.595732,0.883178,1.751775e-08
RDKitECFPMorganFP/FGR_Linear SVM,0.248932,0.685788,0.892523,1.271025e-08
RDKitECFPMorganFP/FGR_RBF SVM,0.141077,0.523810,0.906542,3.814115e-08
RDKitECFPMorganFP/FGR_Gaussian Process,0.205872,0.656797,0.878505,1.707163e-06
RDKitECFPMorganFP/FGR_Decision Tree,0.182991,0.603504,0.897196,6.806782e-09
RDKitECFPMorganFP/FGR_Random Forest,0.098131,0.500000,0.901869,5.092138e-07
RDKitECFPMorganFP/FGR_AdaBoost,0.251224,0.669751,0.901869,7.986411e-08
RDKitECFPMorganFP/FGR_Naive Bayes,0.176532,0.630397,0.869159,5.173614e-09
RDKitECFPMorganFP/FGR_QDA,0.115385,0.582902,0.247664,8.173833e-08
RDKitECFPMorganFP/FGR_PLS-DA,0.485911,0.902541,0.887850,6.371357e-07
RDKitECFPMorganFP/FGR_DNN,0.534780,0.889218,0.906542,2.118748e-05
RDKitECFPMorganFP/FLT1_Nearest Neighbors,0.413157,0.727372,0.911215,1.817480e-08
RDKitECFPMorganFP/FLT1_Linear SVM,0.429004,0.785403,0.901869,1.081089e-08
RDKitECFPMorganFP/FLT1_RBF SVM,0.158532,0.518519,0.878505,3.566780e-08
RDKitECFPMorganFP/FLT1_Gaussian Process,0.378384,0.722024,0.901869,4.707961e-06
RDKitECFPMorganFP/FLT1_Decision Tree,0.351118,0.729847,0.887850,7.313049e-09
RDKitECFPMorganFP/FLT1_Random Forest,0.126168,0.500000,0.873832,5.205535e-07
RDKitECFPMorganFP/FLT1_AdaBoost,0.351118,0.729847,0.887850,7.522234e-08
RDKitECFPMorganFP/FLT1_Naive Bayes,0.207153,0.634383,0.831776,7.037163e-09
RDKitECFPMorganFP/FLT1_QDA,0.142857,0.566845,0.242991,8.500969e-08
RDKitECFPMorganFP/FLT1_PLS-DA,0.625855,0.855813,0.901869,6.209602e-07
RDKitECFPMorganFP/FLT1_DNN,0.661247,0.850069,0.920561,2.045289e-05
RDKitECFPMorganFP/FLT3-autoinhibited_Nearest Neighbors,0.180858,0.608672,0.962617,3.818747e-08
RDKitECFPMorganFP/FLT3-autoinhibited_Linear SVM,0.194704,0.659350,0.957944,9.859067e-09
RDKitECFPMorganFP/FLT3-autoinhibited_RBF SVM,0.042056,0.500000,0.957944,5.638810e-08
RDKitECFPMorganFP/FLT3-autoinhibited_Gaussian Process,0.143821,0.606233,0.957944,1.802879e-06
RDKitECFPMorganFP/FLT3-autoinhibited_Decision Tree,0.194704,0.659350,0.957944,8.901216e-09
RDKitECFPMorganFP/FLT3-autoinhibited_Random Forest,0.042056,0.500000,0.957944,5.043849e-07
RDKitECFPMorganFP/FLT3-autoinhibited_AdaBoost,0.278037,0.664228,0.967290,7.492510e-08
RDKitECFPMorganFP/FLT3-autoinhibited_Naive Bayes,0.170895,0.656911,0.953271,6.451313e-09
RDKitECFPMorganFP/FLT3-autoinhibited_QDA,0.052941,0.607317,0.247664,8.216304e-08
RDKitECFPMorganFP/FLT3-autoinhibited_PLS-DA,0.436065,0.809214,0.962617,6.064036e-07
RDKitECFPMorganFP/FLT3-autoinhibited_DNN,0.350041,0.851491,0.957944,2.021088e-05
RDKitECFPMorganFP/FLT3_Nearest Neighbors,0.268570,0.593984,0.841121,1.501382e-08
RDKitECFPMorganFP/FLT3_Linear SVM,0.328761,0.676668,0.836449,1.239656e-08
RDKitECFPMorganFP/FLT3_RBF SVM,0.199587,0.524202,0.831776,3.363231e-08
RDKitECFPMorganFP/FLT3_Gaussian Process,0.272619,0.586120,0.845794,4.493368e-06
RDKitECFPMorganFP/FLT3_Decision Tree,0.365903,0.661551,0.864486,6.678333e-09
RDKitECFPMorganFP/FLT3_Random Forest,0.172897,0.500000,0.827103,5.143032e-07
RDKitECFPMorganFP/FLT3_AdaBoost,0.346047,0.674454,0.850467,7.139179e-08
RDKitECFPMorganFP/FLT3_Naive Bayes,0.260486,0.650023,0.757009,5.794379e-09
RDKitECFPMorganFP/FLT3_QDA,0.186633,0.544205,0.299065,8.606422e-08
RDKitECFPMorganFP/FLT3_PLS-DA,0.624946,0.887006,0.864486,6.052939e-07
RDKitECFPMorganFP/FLT3_DNN,0.555468,0.839212,0.841121,2.031961e-05
RDKitECFPMorganFP/FLT4_Nearest Neighbors,0.301967,0.659779,0.897196,2.263203e-08
RDKitECFPMorganFP/FLT4_Linear SVM,0.356202,0.726064,0.897196,1.252243e-08
RDKitECFPMorganFP/FLT4_RBF SVM,0.189073,0.538462,0.887850,3.691623e-08
RDKitECFPMorganFP/FLT4_Gaussian Process,0.121495,0.500000,0.878505,2.930343e-06
RDKitECFPMorganFP/FLT4_Decision Tree,0.398732,0.747954,0.906542,8.429692e-09
RDKitECFPMorganFP/FLT4_Random Forest,0.121495,0.500000,0.878505,5.009937e-07
RDKitECFPMorganFP/FLT4_AdaBoost,0.296190,0.698854,0.878505,7.294909e-08
RDKitECFPMorganFP/FLT4_Naive Bayes,0.241990,0.657733,0.864486,6.062420e-09
RDKitECFPMorganFP/FLT4_QDA,0.136842,0.563830,0.233645,7.982487e-08
RDKitECFPMorganFP/FLT4_PLS-DA,0.623767,0.854746,0.920561,6.060830e-07
RDKitECFPMorganFP/FLT4_DNN,0.568876,0.847381,0.892523,2.039602e-05
RDKitECFPMorganFP/FRK_Nearest Neighbors,0.165332,0.611769,0.873832,1.454928e-08
RDKitECFPMorganFP/FRK_Linear SVM,0.354549,0.794473,0.897196,1.066457e-08
RDKitECFPMorganFP/FRK_RBF SVM,0.141077,0.523810,0.906542,3.786377e-08
RDKitECFPMorganFP/FRK_Gaussian Process,0.357087,0.664076,0.929907,5.558333e-06
RDKitECFPMorganFP/FRK_Decision Tree,0.201962,0.624722,0.897196,1.007018e-08
RDKitECFPMorganFP/FRK_Random Forest,0.098131,0.500000,0.901869,5.203653e-07
RDKitECFPMorganFP/FRK_AdaBoost,0.258441,0.704416,0.887850,7.307732e-08
RDKitECFPMorganFP/FRK_Naive Bayes,0.182087,0.632988,0.873832,5.856370e-09
RDKitECFPMorganFP/FRK_QDA,0.113514,0.575130,0.233645,7.481409e-08
RDKitECFPMorganFP/FRK_PLS-DA,0.609438,0.911670,0.915888,6.120395e-07
RDKitECFPMorganFP/FRK_DNN,0.548774,0.856403,0.906542,2.141212e-05
RDKitECFPMorganFP/FYN_Nearest Neighbors,0.111884,0.573548,0.901869,1.674474e-08
RDKitECFPMorganFP/FYN_Linear SVM,0.272677,0.727273,0.920561,1.115378e-08
RDKitECFPMorganFP/FYN_RBF SVM,0.190421,0.562500,0.934579,3.783425e-08
RDKitECFPMorganFP/FYN_Gaussian Process,0.274616,0.651199,0.939252,6.194912e-06
RDKitECFPMorganFP/FYN_Decision Tree,0.171594,0.636048,0.911215,7.920919e-09
RDKitECFPMorganFP/FYN_Random Forest,0.074766,0.500000,0.925234,5.263761e-07
RDKitECFPMorganFP/FYN_AdaBoost,0.246223,0.698548,0.920561,7.323797e-08
RDKitECFPMorganFP/FYN_Naive Bayes,0.234229,0.672348,0.925234,6.331409e-09
RDKitECFPMorganFP/FYN_QDA,0.086486,0.573232,0.210280,8.197285e-08
RDKitECFPMorganFP/FYN_PLS-DA,0.622429,0.928662,0.929907,6.143362e-07
RDKitECFPMorganFP/FYN_DNN,0.535682,0.925821,0.925234,2.126377e-05
RDKitECFPMorganFP/GAK_Nearest Neighbors,0.398521,0.710624,0.901869,1.633359e-08
RDKitECFPMorganFP/GAK_Linear SVM,0.281300,0.692731,0.845794,1.263603e-08
RDKitECFPMorganFP/GAK_RBF SVM,0.135514,0.500000,0.864486,3.646723e-08
RDKitECFPMorganFP/GAK_Gaussian Process,0.267892,0.624418,0.878505,3.368262e-06
RDKitECFPMorganFP/GAK_Decision Tree,0.327715,0.685275,0.883178,6.996180e-09
RDKitECFPMorganFP/GAK_Random Forest,0.135514,0.500000,0.864486,5.263764e-07
RDKitECFPMorganFP/GAK_AdaBoost,0.218706,0.635601,0.822430,7.400955e-08
RDKitECFPMorganFP/GAK_Naive Bayes,0.280938,0.701864,0.836449,5.603858e-09
RDKitECFPMorganFP/GAK_QDA,0.159341,0.586486,0.285047,7.331956e-08
RDKitECFPMorganFP/GAK_PLS-DA,0.545513,0.813793,0.859813,6.213012e-07
RDKitECFPMorganFP/GAK_DNN,0.614854,0.874557,0.873832,2.123679e-05
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_Nearest Neighbors,0.061033,0.495000,0.929577,1.475682e-08
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_Linear SVM,0.075312,0.549423,0.896714,1.112596e-08
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_RBF SVM,0.061033,0.500000,0.938967,3.604186e-08
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_Gaussian Process,0.094800,0.535962,0.938967,4.701192e-06
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_Decision Tree,0.102925,0.566923,0.929577,6.990626e-09
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_Random Forest,0.061033,0.500000,0.938967,5.203269e-07
RDKitECFPMorganFP/GCN2(Kin.Dom.2 S808G)_AdaBoost,0.145849,0.605385,0.934272,7.843267e-08
