Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitECFPMorganFP/MEK3_Naive Bayes,0.491007,0.770252,0.971831,7.855142e-09
RDKitECFPMorganFP/MEK3_QDA,0.065476,0.611386,0.262911,7.757457e-08
RDKitECFPMorganFP/MEK3_PLS-DA,0.541870,0.878038,0.967136,6.131120e-07
RDKitECFPMorganFP/MEK3_DNN,0.492606,0.685419,0.948357,2.103258e-05
RDKitECFPMorganFP/MEK4_Nearest Neighbors,0.032710,0.500000,0.967290,1.800146e-08
RDKitECFPMorganFP/MEK4_Linear SVM,0.340549,0.778468,0.971963,7.413532e-09
RDKitECFPMorganFP/MEK4_RBF SVM,0.032710,0.500000,0.967290,3.498818e-08
RDKitECFPMorganFP/MEK4_Gaussian Process,0.170895,0.571429,0.971963,5.265437e-06
RDKitECFPMorganFP/MEK4_Decision Tree,0.275834,0.709455,0.971963,8.741796e-09
RDKitECFPMorganFP/MEK4_Random Forest,0.032710,0.500000,0.967290,4.883813e-07
RDKitECFPMorganFP/MEK4_AdaBoost,0.299733,0.776052,0.967290,7.464832e-08
RDKitECFPMorganFP/MEK4_Naive Bayes,0.104997,0.630780,0.953271,6.765905e-09
RDKitECFPMorganFP/MEK4_QDA,0.037433,0.565217,0.158879,8.854968e-08
RDKitECFPMorganFP/MEK4_PLS-DA,0.674023,0.933057,0.985981,6.086084e-07
RDKitECFPMorganFP/MEK4_DNN,0.280968,0.799172,0.967290,2.145091e-05
RDKitECFPMorganFP/MEK5_Nearest Neighbors,0.506829,0.731385,0.803738,2.770953e-08
RDKitECFPMorganFP/MEK5_Linear SVM,0.586936,0.804978,0.836449,1.500600e-08
RDKitECFPMorganFP/MEK5_RBF SVM,0.293250,0.513420,0.724299,3.615229e-08
RDKitECFPMorganFP/MEK5_Gaussian Process,0.614475,0.777273,0.855140,4.904558e-06
RDKitECFPMorganFP/MEK5_Decision Tree,0.457306,0.665693,0.789720,8.709759e-09
RDKitECFPMorganFP/MEK5_Random Forest,0.280374,0.500000,0.719626,5.197696e-07
RDKitECFPMorganFP/MEK5_AdaBoost,0.563644,0.783225,0.827103,7.647036e-08
RDKitECFPMorganFP/MEK5_Naive Bayes,0.455252,0.731710,0.738318,8.793489e-09
RDKitECFPMorganFP/MEK5_QDA,0.297211,0.539069,0.387850,8.942235e-08
RDKitECFPMorganFP/MEK5_PLS-DA,0.819887,0.900054,0.859813,6.008418e-07
RDKitECFPMorganFP/MEK5_DNN,0.837980,0.914665,0.859813,2.087622e-05
RDKitECFPMorganFP/MELK_Nearest Neighbors,0.170717,0.597549,0.957944,2.698081e-08
RDKitECFPMorganFP/MELK_Linear SVM,0.440031,0.747549,0.971963,1.143851e-08
RDKitECFPMorganFP/MELK_RBF SVM,0.046729,0.500000,0.953271,3.500150e-08
RDKitECFPMorganFP/MELK_Gaussian Process,0.046729,0.500000,0.953271,4.395555e-06
RDKitECFPMorganFP/MELK_Decision Tree,0.418692,0.792647,0.967290,6.875962e-09
RDKitECFPMorganFP/MELK_Random Forest,0.046729,0.500000,0.953271,5.206749e-07
RDKitECFPMorganFP/MELK_AdaBoost,0.256609,0.692647,0.957944,7.305970e-08
RDKitECFPMorganFP/MELK_Naive Bayes,0.440031,0.747549,0.971963,5.924526e-09
RDKitECFPMorganFP/MELK_QDA,0.056180,0.588235,0.214953,8.600822e-08
RDKitECFPMorganFP/MELK_PLS-DA,0.712904,0.921569,0.971963,6.039173e-07
RDKitECFPMorganFP/MELK_DNN,0.603433,0.858824,0.953271,2.081369e-05
RDKitECFPMorganFP/MERTK_Nearest Neighbors,0.169503,0.573819,0.915888,1.656480e-08
RDKitECFPMorganFP/MERTK_Linear SVM,0.130244,0.579622,0.883178,1.085070e-08
RDKitECFPMorganFP/MERTK_RBF SVM,0.088785,0.494872,0.901869,3.458474e-08
RDKitECFPMorganFP/MERTK_Gaussian Process,0.088785,0.500000,0.911215,3.195139e-06
RDKitECFPMorganFP/MERTK_Decision Tree,0.094638,0.516059,0.897196,8.705727e-09
RDKitECFPMorganFP/MERTK_Random Forest,0.088785,0.500000,0.911215,5.144418e-07
RDKitECFPMorganFP/MERTK_AdaBoost,0.108371,0.559109,0.845794,7.243017e-08
RDKitECFPMorganFP/MERTK_Naive Bayes,0.092597,0.516734,0.855140,6.395562e-09
RDKitECFPMorganFP/MERTK_QDA,0.098886,0.555735,0.233645,8.122737e-08
RDKitECFPMorganFP/MERTK_PLS-DA,0.288486,0.823752,0.915888,6.080547e-07
RDKitECFPMorganFP/MERTK_DNN,0.199189,0.665317,0.897196,2.081652e-05
RDKitECFPMorganFP/MET_Nearest Neighbors,0.133267,0.602947,0.929907,1.829009e-08
RDKitECFPMorganFP/MET_Linear SVM,0.124107,0.626483,0.906542,1.139543e-08
RDKitECFPMorganFP/MET_RBF SVM,0.060748,0.500000,0.939252,3.657571e-08
RDKitECFPMorganFP/MET_Gaussian Process,0.060748,0.500000,0.939252,3.896740e-06
RDKitECFPMorganFP/MET_Decision Tree,0.185312,0.672407,0.925234,8.227654e-09
RDKitECFPMorganFP/MET_Random Forest,0.060748,0.500000,0.939252,5.122063e-07
RDKitECFPMorganFP/MET_AdaBoost,0.165588,0.667432,0.915888,7.443799e-08
RDKitECFPMorganFP/MET_Naive Bayes,0.068895,0.526024,0.920561,5.993363e-09
RDKitECFPMorganFP/MET_QDA,0.065203,0.536165,0.196262,8.617572e-08
RDKitECFPMorganFP/MET_PLS-DA,0.234980,0.671642,0.925234,6.028538e-07
RDKitECFPMorganFP/MET_DNN,0.245495,0.706850,0.939252,2.071431e-05
RDKitECFPMorganFP/MINK_Nearest Neighbors,0.226343,0.617268,0.915888,1.773468e-08
RDKitECFPMorganFP/MINK_Linear SVM,0.213873,0.651804,0.897196,1.209565e-08
RDKitECFPMorganFP/MINK_RBF SVM,0.093458,0.500000,0.906542,3.868343e-08
RDKitECFPMorganFP/MINK_Gaussian Process,0.093458,0.500000,0.906542,2.146437e-06
RDKitECFPMorganFP/MINK_Decision Tree,0.124112,0.542268,0.901869,7.237794e-09
RDKitECFPMorganFP/MINK_Random Forest,0.093458,0.500000,0.906542,5.127432e-07
RDKitECFPMorganFP/MINK_AdaBoost,0.201529,0.663918,0.878505,7.725830e-08
RDKitECFPMorganFP/MINK_Naive Bayes,0.172111,0.636340,0.869159,5.350518e-09
RDKitECFPMorganFP/MINK_QDA,0.112994,0.595361,0.266355,8.779072e-08
RDKitECFPMorganFP/MINK_PLS-DA,0.297169,0.725000,0.897196,6.141417e-07
RDKitECFPMorganFP/MINK_DNN,0.376447,0.715206,0.906542,2.098339e-05
RDKitECFPMorganFP/MKNK2_Nearest Neighbors,0.110428,0.523752,0.911215,1.760598e-08
RDKitECFPMorganFP/MKNK2_Linear SVM,0.179169,0.632254,0.892523,1.127302e-08
RDKitECFPMorganFP/MKNK2_RBF SVM,0.088785,0.497436,0.906542,3.802181e-08
RDKitECFPMorganFP/MKNK2_Gaussian Process,0.184702,0.552632,0.920561,3.492943e-06
RDKitECFPMorganFP/MKNK2_Decision Tree,0.210444,0.600135,0.920561,7.283106e-09
RDKitECFPMorganFP/MKNK2_Random Forest,0.088785,0.500000,0.911215,5.166692e-07
RDKitECFPMorganFP/MKNK2_AdaBoost,0.196086,0.637382,0.901869,7.323687e-08
RDKitECFPMorganFP/MKNK2_Naive Bayes,0.191809,0.653441,0.887850,7.559990e-09
RDKitECFPMorganFP/MKNK2_QDA,0.099410,0.558300,0.238318,7.919328e-08
RDKitECFPMorganFP/MKNK2_PLS-DA,0.464321,0.824022,0.925234,6.006487e-07
RDKitECFPMorganFP/MKNK2_DNN,0.453564,0.869366,0.911215,2.075442e-05
RDKitECFPMorganFP/MLCK_Nearest Neighbors,0.056075,0.500000,0.943925,1.669423e-08
RDKitECFPMorganFP/MLCK_Linear SVM,0.094348,0.570957,0.929907,1.085872e-08
RDKitECFPMorganFP/MLCK_RBF SVM,0.056075,0.500000,0.943925,3.696552e-08
RDKitECFPMorganFP/MLCK_Gaussian Process,0.056075,0.497525,0.939252,6.356596e-06
RDKitECFPMorganFP/MLCK_Decision Tree,0.088396,0.568482,0.925234,9.322432e-09
RDKitECFPMorganFP/MLCK_Random Forest,0.056075,0.500000,0.943925,5.292959e-07
RDKitECFPMorganFP/MLCK_AdaBoost,0.135806,0.612624,0.934579,7.769898e-08
RDKitECFPMorganFP/MLCK_Naive Bayes,0.068069,0.531766,0.929907,6.583640e-09
RDKitECFPMorganFP/MLCK_QDA,0.061321,0.544967,0.214953,8.459144e-08
RDKitECFPMorganFP/MLCK_PLS-DA,0.225629,0.819101,0.939252,6.229076e-07
RDKitECFPMorganFP/MLCK_DNN,0.242696,0.701939,0.943925,2.081207e-05
RDKitECFPMorganFP/MLK1_Nearest Neighbors,0.046729,0.500000,0.953271,2.641539e-08
RDKitECFPMorganFP/MLK1_Linear SVM,0.237383,0.600000,0.962617,9.779950e-09
RDKitECFPMorganFP/MLK1_RBF SVM,0.046729,0.500000,0.953271,3.990869e-08
RDKitECFPMorganFP/MLK1_Gaussian Process,0.046729,0.500000,0.953271,4.812904e-06
RDKitECFPMorganFP/MLK1_Decision Tree,0.170717,0.597549,0.957944,8.713342e-09
RDKitECFPMorganFP/MLK1_Random Forest,0.046729,0.500000,0.953271,5.178500e-07
RDKitECFPMorganFP/MLK1_AdaBoost,0.092056,0.547549,0.953271,7.481645e-08
RDKitECFPMorganFP/MLK1_Naive Bayes,0.046729,0.495098,0.943925,6.629465e-09
RDKitECFPMorganFP/MLK1_QDA,0.056497,0.590686,0.219626,8.642217e-08
RDKitECFPMorganFP/MLK1_PLS-DA,0.520989,0.796078,0.953271,6.245646e-07
RDKitECFPMorganFP/MLK1_DNN,0.321251,0.790196,0.953271,2.245862e-05
RDKitECFPMorganFP/MLK3_Nearest Neighbors,0.037383,0.500000,0.962617,1.659023e-08
RDKitECFPMorganFP/MLK3_Linear SVM,0.210864,0.680218,0.962617,1.063932e-08
RDKitECFPMorganFP/MLK3_RBF SVM,0.037383,0.500000,0.962617,3.541390e-08
RDKitECFPMorganFP/MLK3_Gaussian Process,0.095210,0.560073,0.962617,6.544938e-06
RDKitECFPMorganFP/MLK3_Decision Tree,0.210864,0.680218,0.962617,7.185747e-09
RDKitECFPMorganFP/MLK3_Random Forest,0.037383,0.500000,0.962617,5.221824e-07
RDKitECFPMorganFP/MLK3_AdaBoost,0.194704,0.622573,0.967290,7.161539e-08
RDKitECFPMorganFP/MLK3_Naive Bayes,0.153037,0.620146,0.962617,6.653571e-09
RDKitECFPMorganFP/MLK3_QDA,0.037427,0.500607,0.154206,7.491384e-08
RDKitECFPMorganFP/MLK3_PLS-DA,0.358891,0.802488,0.962617,6.430725e-07
RDKitECFPMorganFP/MLK3_DNN,0.440293,0.721177,0.962617,2.160029e-05
RDKitECFPMorganFP/MRCKB_Nearest Neighbors,0.292056,0.625000,0.957944,1.555137e-08
RDKitECFPMorganFP/MRCKB_Linear SVM,0.330329,0.703383,0.957944,9.139607e-09
RDKitECFPMorganFP/MRCKB_RBF SVM,0.056075,0.500000,0.943925,4.452625e-08
RDKitECFPMorganFP/MRCKB_Gaussian Process,0.379933,0.705858,0.962617,3.708903e-06
RDKitECFPMorganFP/MRCKB_Decision Tree,0.222104,0.693482,0.939252,8.961792e-09
RDKitECFPMorganFP/MRCKB_Random Forest,0.056075,0.500000,0.943925,5.165673e-07
RDKitECFPMorganFP/MRCKB_AdaBoost,0.206321,0.691007,0.934579,7.561962e-08
RDKitECFPMorganFP/MRCKB_Naive Bayes,0.403037,0.745050,0.962617,7.951590e-09
RDKitECFPMorganFP/MRCKB_QDA,0.055685,0.496287,0.271028,7.742456e-08
RDKitECFPMorganFP/MRCKB_PLS-DA,0.530523,0.832508,0.962617,6.119728e-07
RDKitECFPMorganFP/MRCKB_DNN,0.522397,0.792904,0.948598,2.089070e-05
RDKitECFPMorganFP/MST1_Nearest Neighbors,0.229754,0.622512,0.953052,1.675125e-08
RDKitECFPMorganFP/MST1_Linear SVM,0.204225,0.656716,0.943662,1.081177e-08
RDKitECFPMorganFP/MST1_RBF SVM,0.056338,0.500000,0.943662,3.461852e-08
RDKitECFPMorganFP/MST1_Gaussian Process,0.056338,0.500000,0.943662,3.034088e-06
RDKitECFPMorganFP/MST1_Decision Tree,0.102504,0.573383,0.934272,7.185588e-09
RDKitECFPMorganFP/MST1_Random Forest,0.056338,0.500000,0.943662,5.097280e-07
RDKitECFPMorganFP/MST1_AdaBoost,0.300896,0.737562,0.948357,7.474170e-08
RDKitECFPMorganFP/MST1_Naive Bayes,0.110435,0.605100,0.920188,5.839342e-09
RDKitECFPMorganFP/MST1_QDA,0.058330,0.518035,0.164319,8.205225e-08
RDKitECFPMorganFP/MST1_PLS-DA,0.572514,0.879975,0.957746,5.924575e-07
RDKitECFPMorganFP/MST1_DNN,0.344141,0.722430,0.943662,2.127695e-05
RDKitECFPMorganFP/MST1R_Nearest Neighbors,0.037383,0.500000,0.962617,1.560272e-08
RDKitECFPMorganFP/MST1R_Linear SVM,0.037383,0.487864,0.939252,9.388148e-09
RDKitECFPMorganFP/MST1R_RBF SVM,0.037383,0.497573,0.957944,3.509023e-08
RDKitECFPMorganFP/MST1R_Gaussian Process,0.037383,0.500000,0.962617,3.314201e-06
RDKitECFPMorganFP/MST1R_Decision Tree,0.037383,0.487864,0.939252,9.829866e-09
RDKitECFPMorganFP/MST1R_Random Forest,0.037383,0.500000,0.962617,5.087434e-07
RDKitECFPMorganFP/MST1R_AdaBoost,0.037383,0.483010,0.929907,7.441960e-08
RDKitECFPMorganFP/MST1R_Naive Bayes,0.037383,0.478155,0.920561,6.037202e-09
RDKitECFPMorganFP/MST1R_QDA,0.033802,0.442961,0.158879,7.920288e-08
RDKitECFPMorganFP/MST1R_PLS-DA,0.095894,0.719053,0.957944,6.343967e-07
RDKitECFPMorganFP/MST1R_DNN,0.035722,0.443568,0.962617,2.072747e-05
RDKitECFPMorganFP/MST2_Nearest Neighbors,0.037383,0.500000,0.962617,1.936571e-08
RDKitECFPMorganFP/MST2_Linear SVM,0.128037,0.617718,0.957944,8.610188e-09
RDKitECFPMorganFP/MST2_RBF SVM,0.037383,0.500000,0.962617,3.405614e-08
RDKitECFPMorganFP/MST2_Gaussian Process,0.037383,0.500000,0.962617,3.361920e-06
RDKitECFPMorganFP/MST2_Decision Tree,0.153037,0.620146,0.962617,6.951740e-09
RDKitECFPMorganFP/MST2_Random Forest,0.037383,0.500000,0.962617,5.249458e-07
RDKitECFPMorganFP/MST2_AdaBoost,0.148364,0.672937,0.948598,7.425485e-08
RDKitECFPMorganFP/MST2_Naive Bayes,0.074377,0.557646,0.957944,5.229639e-09
RDKitECFPMorganFP/MST2_QDA,0.036910,0.493325,0.140187,7.846481e-08
RDKitECFPMorganFP/MST2_PLS-DA,0.431419,0.915655,0.967290,6.149413e-07
RDKitECFPMorganFP/MST2_DNN,0.127209,0.735437,0.962617,2.088834e-05
RDKitECFPMorganFP/MUSK_Nearest Neighbors,0.310110,0.636364,0.962617,1.584140e-08
RDKitECFPMorganFP/MUSK_Linear SVM,0.092184,0.542991,0.948598,1.045572e-08
RDKitECFPMorganFP/MUSK_RBF SVM,0.051402,0.500000,0.948598,3.605221e-08
RDKitECFPMorganFP/MUSK_Gaussian Process,0.137638,0.545455,0.953271,4.640369e-06
RDKitECFPMorganFP/MUSK_Decision Tree,0.132965,0.585983,0.948598,7.769327e-09
RDKitECFPMorganFP/MUSK_Random Forest,0.051402,0.500000,0.948598,5.158238e-07
RDKitECFPMorganFP/MUSK_AdaBoost,0.173747,0.628974,0.948598,7.322233e-08
RDKitECFPMorganFP/MUSK_Naive Bayes,0.214528,0.671966,0.948598,7.338844e-09
RDKitECFPMorganFP/MUSK_QDA,0.060440,0.578818,0.200935,8.531447e-08
RDKitECFPMorganFP/MUSK_PLS-DA,0.706552,0.869682,0.962617,6.295775e-07
RDKitECFPMorganFP/MUSK_DNN,0.668581,0.854904,0.948598,2.077807e-05
RDKitECFPMorganFP/MYLK2_Nearest Neighbors,0.339675,0.676071,0.953271,1.574811e-08
RDKitECFPMorganFP/MYLK2_Linear SVM,0.240469,0.668571,0.939252,1.129857e-08
RDKitECFPMorganFP/MYLK2_RBF SVM,0.132176,0.535714,0.939252,3.621484e-08
RDKitECFPMorganFP/MYLK2_Gaussian Process,0.065421,0.500000,0.934579,2.548058e-06
RDKitECFPMorganFP/MYLK2_Decision Tree,0.265270,0.671071,0.943925,8.692628e-09
RDKitECFPMorganFP/MYLK2_Random Forest,0.065421,0.500000,0.934579,5.259373e-07
RDKitECFPMorganFP/MYLK2_AdaBoost,0.358812,0.709286,0.953271,7.496855e-08
RDKitECFPMorganFP/MYLK2_Naive Bayes,0.532710,0.750000,0.967290,7.664423e-09
RDKitECFPMorganFP/MYLK2_QDA,0.068121,0.521071,0.228972,8.489066e-08
RDKitECFPMorganFP/MYLK2_PLS-DA,0.600741,0.824643,0.957944,6.312221e-07
RDKitECFPMorganFP/MYLK2_DNN,0.637857,0.822143,0.957944,2.116708e-05
RDKitECFPMorganFP/MYLK4_Nearest Neighbors,0.296042,0.617647,0.939252,1.726708e-08
RDKitECFPMorganFP/MYLK4_Linear SVM,0.400357,0.778889,0.939252,1.097437e-08
RDKitECFPMorganFP/MYLK4_RBF SVM,0.133590,0.529412,0.925234,3.873458e-08
RDKitECFPMorganFP/MYLK4_Gaussian Process,0.353923,0.673933,0.943925,6.597209e-06
RDKitECFPMorganFP/MYLK4_Decision Tree,0.485199,0.786503,0.953271,6.976732e-09
RDKitECFPMorganFP/MYLK4_Random Forest,0.079439,0.500000,0.920561,5.194916e-07
RDKitECFPMorganFP/MYLK4_AdaBoost,0.521634,0.840251,0.953271,7.582831e-08
RDKitECFPMorganFP/MYLK4_Naive Bayes,0.219473,0.636907,0.925234,5.940279e-09
RDKitECFPMorganFP/MYLK4_QDA,0.099415,0.609137,0.280374,8.643527e-08
RDKitECFPMorganFP/MYLK4_PLS-DA,0.791424,0.911765,0.967290,6.105697e-07
RDKitECFPMorganFP/MYLK4_DNN,0.693754,0.896835,0.934579,2.027913e-05
RDKitECFPMorganFP/MYLK_Nearest Neighbors,0.037559,0.497561,0.957746,1.502868e-08
RDKitECFPMorganFP/MYLK_Linear SVM,0.037559,0.475610,0.915493,9.325013e-09
RDKitECFPMorganFP/MYLK_RBF SVM,0.037559,0.500000,0.962441,3.532869e-08
RDKitECFPMorganFP/MYLK_Gaussian Process,0.037559,0.500000,0.962441,2.865368e-06
RDKitECFPMorganFP/MYLK_Decision Tree,0.037559,0.492683,0.948357,6.937825e-09
RDKitECFPMorganFP/MYLK_Random Forest,0.037559,0.500000,0.962441,5.241943e-07
RDKitECFPMorganFP/MYLK_AdaBoost,0.037559,0.468293,0.901408,7.550173e-08
RDKitECFPMorganFP/MYLK_Naive Bayes,0.037559,0.487805,0.938967,5.537647e-09
RDKitECFPMorganFP/MYLK_QDA,0.042781,0.563415,0.159624,8.661086e-08
RDKitECFPMorganFP/MYLK_PLS-DA,0.064893,0.597561,0.943662,6.339230e-07
RDKitECFPMorganFP/MYLK_DNN,0.063930,0.573780,0.962441,2.080672e-05
RDKitECFPMorganFP/NDR1_Nearest Neighbors,0.157710,0.562500,0.967290,1.573441e-08
RDKitECFPMorganFP/NDR1_Linear SVM,0.652203,0.872573,0.985981,8.884885e-09
RDKitECFPMorganFP/NDR1_RBF SVM,0.037383,0.500000,0.962617,3.397093e-08
RDKitECFPMorganFP/NDR1_Gaussian Process,0.518692,0.750000,0.981308,4.838002e-06
RDKitECFPMorganFP/NDR1_Decision Tree,0.352025,0.745146,0.971963,6.678616e-09
RDKitECFPMorganFP/NDR1_Random Forest,0.037383,0.500000,0.962617,4.995956e-07
RDKitECFPMorganFP/NDR1_AdaBoost,0.404644,0.805218,0.971963,7.140762e-08
RDKitECFPMorganFP/NDR1_Naive Bayes,0.184079,0.677791,0.957944,5.460124e-09
RDKitECFPMorganFP/NDR1_QDA,0.044444,0.582524,0.196262,8.523463e-08
RDKitECFPMorganFP/NDR1_PLS-DA,0.777696,0.978762,0.981308,5.911761e-07
RDKitECFPMorganFP/NDR1_DNN,0.737018,0.927184,0.962617,2.017525e-05
RDKitECFPMorganFP/NEK1_Nearest Neighbors,0.037383,0.500000,0.962617,1.748367e-08
RDKitECFPMorganFP/NEK1_Linear SVM,0.037383,0.478155,0.920561,9.232351e-09
RDKitECFPMorganFP/NEK1_RBF SVM,0.037383,0.500000,0.962617,3.859233e-08
RDKitECFPMorganFP/NEK1_Gaussian Process,0.037383,0.500000,0.962617,5.149703e-06
RDKitECFPMorganFP/NEK1_Decision Tree,0.037383,0.497573,0.957944,7.180369e-09
RDKitECFPMorganFP/NEK1_Random Forest,0.037383,0.500000,0.962617,4.977629e-07
RDKitECFPMorganFP/NEK1_AdaBoost,0.037383,0.485437,0.934579,7.481104e-08
RDKitECFPMorganFP/NEK1_Naive Bayes,0.037383,0.497573,0.957944,7.156520e-09
RDKitECFPMorganFP/NEK1_QDA,0.038143,0.510316,0.172897,8.817183e-08
RDKitECFPMorganFP/NEK1_PLS-DA,0.088140,0.713289,0.957944,6.128723e-07
RDKitECFPMorganFP/NEK1_DNN,0.058031,0.625303,0.962617,2.085690e-05
RDKitECFPMorganFP/NEK2_Nearest Neighbors,0.092254,0.547537,0.953052,1.529017e-08
RDKitECFPMorganFP/NEK2_Linear SVM,0.273474,0.737685,0.953052,1.101583e-08
RDKitECFPMorganFP/NEK2_RBF SVM,0.046948,0.497537,0.948357,3.738909e-08
RDKitECFPMorganFP/NEK2_Gaussian Process,0.046948,0.500000,0.953052,7.680590e-06
RDKitECFPMorganFP/NEK2_Decision Tree,0.212864,0.645074,0.957746,7.042218e-09
RDKitECFPMorganFP/NEK2_Random Forest,0.046948,0.500000,0.953052,5.133423e-07
RDKitECFPMorganFP/NEK2_AdaBoost,0.273474,0.737685,0.953052,7.262325e-08
RDKitECFPMorganFP/NEK2_Naive Bayes,0.082003,0.582759,0.929577,5.684657e-09
RDKitECFPMorganFP/NEK2_QDA,0.044555,0.471429,0.173709,8.852747e-08
RDKitECFPMorganFP/NEK2_PLS-DA,0.497499,0.809852,0.957746,5.941408e-07
RDKitECFPMorganFP/NEK2_DNN,0.248693,0.799015,0.953052,2.040085e-05
RDKitECFPMorganFP/NEK5_Nearest Neighbors,0.223874,0.590909,0.957944,1.593245e-08
RDKitECFPMorganFP/NEK5_Linear SVM,0.356265,0.841469,0.943925,1.099453e-08
RDKitECFPMorganFP/NEK5_RBF SVM,0.051402,0.500000,0.948598,3.724541e-08
RDKitECFPMorganFP/NEK5_Gaussian Process,0.051402,0.500000,0.948598,2.276776e-06
RDKitECFPMorganFP/NEK5_Decision Tree,0.490897,0.770264,0.971963,8.422280e-09
RDKitECFPMorganFP/NEK5_Random Forest,0.051402,0.500000,0.948598,5.052333e-07
RDKitECFPMorganFP/NEK5_AdaBoost,0.498867,0.853784,0.967290,9.293204e-08
RDKitECFPMorganFP/NEK5_Naive Bayes,0.094004,0.578594,0.934579,6.036222e-09
RDKitECFPMorganFP/NEK5_QDA,0.045812,0.432602,0.168224,1.007257e-07
RDKitECFPMorganFP/NEK5_PLS-DA,0.602924,0.897895,0.953271,6.121274e-07
RDKitECFPMorganFP/NEK5_DNN,0.474585,0.862517,0.962617,2.179245e-05
RDKitECFPMorganFP/NLK_Nearest Neighbors,0.114898,0.592172,0.883178,1.766179e-08
RDKitECFPMorganFP/NLK_Linear SVM,0.083278,0.532197,0.878505,1.292078e-08
RDKitECFPMorganFP/NLK_RBF SVM,0.074766,0.500000,0.925234,3.785944e-08
RDKitECFPMorganFP/NLK_Gaussian Process,0.074766,0.500000,0.925234,3.960971e-06
RDKitECFPMorganFP/NLK_Decision Tree,0.085718,0.523674,0.915888,7.814822e-09
RDKitECFPMorganFP/NLK_Random Forest,0.074766,0.500000,0.925234,5.251777e-07
RDKitECFPMorganFP/NLK_AdaBoost,0.127503,0.599747,0.897196,7.551784e-08
RDKitECFPMorganFP/NLK_Naive Bayes,0.115421,0.554924,0.920561,6.544395e-09
RDKitECFPMorganFP/NLK_QDA,0.085561,0.568182,0.200935,7.653728e-08
RDKitECFPMorganFP/NLK_PLS-DA,0.233009,0.752525,0.901869,6.086781e-07
RDKitECFPMorganFP/NLK_DNN,0.347387,0.751578,0.925234,2.135192e-05
RDKitECFPMorganFP/p38-alpha_Nearest Neighbors,0.205129,0.585581,0.841121,1.623511e-08
RDKitECFPMorganFP/p38-alpha_Linear SVM,0.243582,0.636436,0.836449,1.433358e-08
RDKitECFPMorganFP/p38-alpha_RBF SVM,0.144860,0.500000,0.855140,3.435041e-08
RDKitECFPMorganFP/p38-alpha_Gaussian Process,0.190684,0.553587,0.855140,4.011643e-06
RDKitECFPMorganFP/p38-alpha_Decision Tree,0.233738,0.596510,0.859813,1.000936e-08
RDKitECFPMorganFP/p38-alpha_Random Forest,0.144860,0.500000,0.855140,5.448614e-07
RDKitECFPMorganFP/p38-alpha_AdaBoost,0.288619,0.652829,0.864486,7.877023e-08
RDKitECFPMorganFP/p38-alpha_Naive Bayes,0.178776,0.579323,0.761682,7.180232e-09
RDKitECFPMorganFP/p38-alpha_QDA,0.165963,0.574035,0.294393,7.434977e-08
RDKitECFPMorganFP/p38-alpha_PLS-DA,0.440502,0.813062,0.878505,6.583664e-07
RDKitECFPMorganFP/p38-alpha_DNN,0.525497,0.796845,0.878505,2.175386e-05
RDKitECFPMorganFP/p38-beta_Nearest Neighbors,0.051402,0.495074,0.939252,1.419522e-08
RDKitECFPMorganFP/p38-beta_Linear SVM,0.092184,0.542991,0.948598,9.511613e-09
RDKitECFPMorganFP/p38-beta_RBF SVM,0.137638,0.545455,0.953271,3.420730e-08
RDKitECFPMorganFP/p38-beta_Gaussian Process,0.051402,0.497537,0.943925,5.836056e-06
RDKitECFPMorganFP/p38-beta_Decision Tree,0.064911,0.535602,0.934579,8.580406e-09
RDKitECFPMorganFP/p38-beta_Random Forest,0.051402,0.500000,0.948598,5.191672e-07
RDKitECFPMorganFP/p38-beta_AdaBoost,0.164942,0.664577,0.934579,7.384157e-08
RDKitECFPMorganFP/p38-beta_Naive Bayes,0.061880,0.533139,0.929907,7.597975e-09
RDKitECFPMorganFP/p38-beta_QDA,0.063584,0.600985,0.242991,7.662781e-08
RDKitECFPMorganFP/p38-beta_PLS-DA,0.128162,0.640842,0.934579,6.162223e-07
RDKitECFPMorganFP/p38-beta_DNN,0.149600,0.673981,0.948598,2.115321e-05
RDKitECFPMorganFP/PAK3_Nearest Neighbors,0.192254,0.620025,0.948357,1.651214e-08
RDKitECFPMorganFP/PAK3_Linear SVM,0.264345,0.698383,0.948357,1.133558e-08
RDKitECFPMorganFP/PAK3_RBF SVM,0.056338,0.500000,0.943662,3.932218e-08
RDKitECFPMorganFP/PAK3_Gaussian Process,0.134977,0.541667,0.948357,6.245308e-06
RDKitECFPMorganFP/PAK3_Decision Tree,0.259781,0.661692,0.953052,8.777326e-09
RDKitECFPMorganFP/PAK3_Random Forest,0.056338,0.500000,0.943662,5.218540e-07
RDKitECFPMorganFP/PAK3_AdaBoost,0.181673,0.685945,0.924883,7.637763e-08
RDKitECFPMorganFP/PAK3_Naive Bayes,0.132797,0.641791,0.915493,6.509283e-09
RDKitECFPMorganFP/PAK3_QDA,0.061987,0.547886,0.220657,7.601465e-08
RDKitECFPMorganFP/PAK3_PLS-DA,0.369594,0.654229,0.948357,6.212441e-07
RDKitECFPMorganFP/PAK3_DNN,0.283853,0.830846,0.943662,2.122091e-05
RDKitECFPMorganFP/PAK6_Nearest Neighbors,0.171026,0.571429,0.971831,1.556119e-08
RDKitECFPMorganFP/PAK6_Linear SVM,0.166331,0.638003,0.967136,1.004085e-08
