Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitDescriptorsResults/EPHA1_Decision Tree,0.090377,0.549079,0.906542,1.042677e-08
RDKitDescriptorsResults/EPHA1_Random Forest,0.132087,0.533333,0.934579,7.575622e-07
RDKitDescriptorsResults/EPHA1_AdaBoost,0.094081,0.551591,0.911215,1.170968e-07
RDKitDescriptorsResults/EPHA1_Naive Bayes,0.062706,0.426801,0.392523,4.608506e-09
RDKitDescriptorsResults/EPHA1_QDA,0.070093,0.492462,0.915888,1.732244e-08
RDKitDescriptorsResults/EPHA1_PLS-DA,0.242429,0.633836,0.934579,9.236829e-08
RDKitDescriptorsResults/EPHA1_DNN,0.311409,0.630151,0.934579,2.066696e-05
RDKitDescriptorsResults/EPHA2_Nearest Neighbors,0.220025,0.612885,0.948357,1.349689e-08
RDKitDescriptorsResults/EPHA2_Linear SVM,0.081979,0.533462,0.934272,5.873734e-09
RDKitDescriptorsResults/EPHA2_RBF SVM,0.061033,0.500000,0.938967,1.610953e-08
RDKitDescriptorsResults/EPHA2_Gaussian Process,0.061033,0.500000,0.938967,1.190042e-06
RDKitDescriptorsResults/EPHA2_Decision Tree,0.067327,0.523462,0.915493,1.018265e-08
RDKitDescriptorsResults/EPHA2_Random Forest,0.061033,0.500000,0.938967,7.454042e-07
RDKitDescriptorsResults/EPHA2_AdaBoost,0.130166,0.628846,0.910798,1.146686e-07
RDKitDescriptorsResults/EPHA2_Naive Bayes,0.071441,0.575577,0.338028,4.766697e-09
RDKitDescriptorsResults/EPHA2_QDA,0.061033,0.492500,0.924883,1.692725e-08
RDKitDescriptorsResults/EPHA2_PLS-DA,0.243365,0.640385,0.938967,1.246560e-07
RDKitDescriptorsResults/EPHA2_DNN,0.259597,0.780385,0.924883,2.085639e-05
RDKitDescriptorsResults/EPHA3_Nearest Neighbors,0.157710,0.562500,0.967290,1.350269e-08
RDKitDescriptorsResults/EPHA3_Linear SVM,0.037383,0.500000,0.962617,6.929682e-09
RDKitDescriptorsResults/EPHA3_RBF SVM,0.037383,0.500000,0.962617,1.661711e-08
RDKitDescriptorsResults/EPHA3_Gaussian Process,0.037383,0.500000,0.962617,2.140256e-06
RDKitDescriptorsResults/EPHA3_Decision Tree,0.048335,0.545510,0.934579,1.242686e-08
RDKitDescriptorsResults/EPHA3_Random Forest,0.037383,0.500000,0.962617,7.463045e-07
RDKitDescriptorsResults/EPHA3_AdaBoost,0.037383,0.495146,0.953271,1.123157e-07
RDKitDescriptorsResults/EPHA3_Naive Bayes,0.048359,0.603762,0.584112,4.681171e-09
RDKitDescriptorsResults/EPHA3_QDA,0.037383,0.485437,0.934579,1.758102e-08
RDKitDescriptorsResults/EPHA3_PLS-DA,0.120768,0.586165,0.962617,1.256468e-07
RDKitDescriptorsResults/EPHA3_DNN,0.059190,0.615898,0.962617,2.030615e-05
RDKitDescriptorsResults/EPHA4_Nearest Neighbors,0.037383,0.500000,0.962617,1.427312e-08
RDKitDescriptorsResults/EPHA4_Linear SVM,0.037383,0.500000,0.962617,5.901713e-09
RDKitDescriptorsResults/EPHA4_RBF SVM,0.037383,0.500000,0.962617,1.809231e-08
RDKitDescriptorsResults/EPHA4_Gaussian Process,0.037383,0.500000,0.962617,2.458666e-06
RDKitDescriptorsResults/EPHA4_Decision Tree,0.090537,0.610437,0.943925,1.040347e-08
RDKitDescriptorsResults/EPHA4_Random Forest,0.037383,0.500000,0.962617,7.398174e-07
RDKitDescriptorsResults/EPHA4_AdaBoost,0.111371,0.615291,0.953271,1.158245e-07
RDKitDescriptorsResults/EPHA4_Naive Bayes,0.052615,0.637136,0.532710,4.593280e-09
RDKitDescriptorsResults/EPHA4_QDA,0.037383,0.495146,0.953271,1.780540e-08
RDKitDescriptorsResults/EPHA4_PLS-DA,0.118336,0.756675,0.962617,1.274149e-07
RDKitDescriptorsResults/EPHA4_DNN,0.187075,0.870146,0.957944,2.022711e-05
RDKitDescriptorsResults/EPHA6_Nearest Neighbors,0.304050,0.664191,0.957944,1.341506e-08
RDKitDescriptorsResults/EPHA6_Linear SVM,0.229556,0.622525,0.953271,7.314722e-09
RDKitDescriptorsResults/EPHA6_RBF SVM,0.056075,0.500000,0.943925,2.167059e-08
RDKitDescriptorsResults/EPHA6_Gaussian Process,0.292056,0.625000,0.957944,6.348833e-06
RDKitDescriptorsResults/EPHA6_Decision Tree,0.171599,0.683581,0.920561,1.293158e-08
RDKitDescriptorsResults/EPHA6_Random Forest,0.056075,0.500000,0.943925,7.336664e-07
RDKitDescriptorsResults/EPHA6_AdaBoost,0.204050,0.656766,0.943925,1.151668e-07
RDKitDescriptorsResults/EPHA6_Naive Bayes,0.061221,0.543317,0.359813,3.801097e-09
RDKitDescriptorsResults/EPHA6_QDA,0.056075,0.497525,0.939252,1.565315e-08
RDKitDescriptorsResults/EPHA6_PLS-DA,0.430589,0.764439,0.957944,8.441713e-08
RDKitDescriptorsResults/EPHA6_DNN,0.452151,0.777640,0.943925,1.977049e-05
RDKitDescriptorsResults/EPHA8_Nearest Neighbors,0.294702,0.704235,0.943662,1.278832e-08
RDKitDescriptorsResults/EPHA8_Linear SVM,0.127767,0.566403,0.934272,5.549818e-09
RDKitDescriptorsResults/EPHA8_RBF SVM,0.065728,0.500000,0.934272,1.869223e-08
RDKitDescriptorsResults/EPHA8_Gaussian Process,0.065728,0.500000,0.934272,9.793336e-07
RDKitDescriptorsResults/EPHA8_Decision Tree,0.123072,0.592067,0.920188,1.126341e-08
RDKitDescriptorsResults/EPHA8_Random Forest,0.132461,0.535714,0.938967,7.313345e-07
RDKitDescriptorsResults/EPHA8_AdaBoost,0.282137,0.760589,0.924883,1.149066e-07
RDKitDescriptorsResults/EPHA8_Naive Bayes,0.082076,0.604989,0.323944,4.126126e-09
RDKitDescriptorsResults/EPHA8_QDA,0.065728,0.494975,0.924883,1.881382e-08
RDKitDescriptorsResults/EPHA8_PLS-DA,0.260146,0.781766,0.934272,1.232510e-07
RDKitDescriptorsResults/EPHA8_DNN,0.458962,0.895908,0.943662,2.028878e-05
RDKitDescriptorsResults/EPHB1_Nearest Neighbors,0.032864,0.495146,0.957746,1.341508e-08
RDKitDescriptorsResults/EPHB1_Linear SVM,0.032864,0.500000,0.967136,4.768528e-09
RDKitDescriptorsResults/EPHB1_RBF SVM,0.032864,0.500000,0.967136,1.917587e-08
RDKitDescriptorsResults/EPHB1_Gaussian Process,0.032864,0.500000,0.967136,1.911215e-06
RDKitDescriptorsResults/EPHB1_Decision Tree,0.032864,0.492718,0.953052,1.052643e-08
RDKitDescriptorsResults/EPHB1_Random Forest,0.032864,0.500000,0.967136,7.465947e-07
RDKitDescriptorsResults/EPHB1_AdaBoost,0.032864,0.497573,0.962441,1.155327e-07
RDKitDescriptorsResults/EPHB1_Naive Bayes,0.035922,0.539528,0.643192,3.569646e-09
RDKitDescriptorsResults/EPHB1_QDA,0.032864,0.487864,0.943662,2.029501e-08
RDKitDescriptorsResults/EPHB1_PLS-DA,0.058751,0.708738,0.967136,1.241860e-07
RDKitDescriptorsResults/EPHB1_DNN,0.112189,0.784327,0.967136,2.026958e-05
RDKitDescriptorsResults/EPHB2_Nearest Neighbors,0.042056,0.500000,0.957944,1.337120e-08
RDKitDescriptorsResults/EPHB2_Linear SVM,0.042056,0.500000,0.957944,6.756433e-09
RDKitDescriptorsResults/EPHB2_RBF SVM,0.042056,0.500000,0.957944,1.752435e-08
RDKitDescriptorsResults/EPHB2_Gaussian Process,0.042056,0.500000,0.957944,1.385859e-06
RDKitDescriptorsResults/EPHB2_Decision Tree,0.074420,0.550678,0.953271,1.188340e-08
RDKitDescriptorsResults/EPHB2_Random Forest,0.042056,0.500000,0.957944,7.589083e-07
RDKitDescriptorsResults/EPHB2_AdaBoost,0.042056,0.492683,0.943925,1.190691e-07
RDKitDescriptorsResults/EPHB2_Naive Bayes,0.046539,0.547967,0.439252,3.775663e-09
RDKitDescriptorsResults/EPHB2_QDA,0.042056,0.490244,0.939252,1.673392e-08
RDKitDescriptorsResults/EPHB2_PLS-DA,0.084493,0.660163,0.957944,1.259821e-07
RDKitDescriptorsResults/EPHB2_DNN,0.165889,0.691599,0.957944,2.046314e-05
RDKitDescriptorsResults/EPHB6_Nearest Neighbors,0.177060,0.550505,0.784038,1.177260e-08
RDKitDescriptorsResults/EPHB6_Linear SVM,0.236285,0.589394,0.849765,6.682427e-09
RDKitDescriptorsResults/EPHB6_RBF SVM,0.154930,0.500000,0.845070,1.823234e-08
RDKitDescriptorsResults/EPHB6_Gaussian Process,0.154930,0.500000,0.845070,1.513378e-06
RDKitDescriptorsResults/EPHB6_Decision Tree,0.197316,0.580808,0.793427,1.306598e-08
RDKitDescriptorsResults/EPHB6_Random Forest,0.257362,0.560606,0.863850,7.835148e-07
RDKitDescriptorsResults/EPHB6_AdaBoost,0.207082,0.589141,0.807512,1.189419e-07
RDKitDescriptorsResults/EPHB6_Naive Bayes,0.172303,0.558838,0.338028,4.764249e-09
RDKitDescriptorsResults/EPHB6_QDA,0.154930,0.494444,0.835681,1.923145e-08
RDKitDescriptorsResults/EPHB6_PLS-DA,0.422627,0.695623,0.854460,1.330399e-07
RDKitDescriptorsResults/EPHB6_DNN,0.453065,0.777104,0.802817,2.165111e-05
RDKitDescriptorsResults/ERBB2_Nearest Neighbors,0.499199,0.777942,0.943925,3.779373e-08
RDKitDescriptorsResults/ERBB2_Linear SVM,0.458294,0.754133,0.939252,5.630291e-09
RDKitDescriptorsResults/ERBB2_RBF SVM,0.098131,0.500000,0.901869,2.002861e-08
RDKitDescriptorsResults/ERBB2_Gaussian Process,0.098131,0.500000,0.901869,1.422751e-06
RDKitDescriptorsResults/ERBB2_Decision Tree,0.423008,0.770170,0.929907,1.084653e-08
RDKitDescriptorsResults/ERBB2_Random Forest,0.269915,0.595238,0.920561,7.880384e-07
RDKitDescriptorsResults/ERBB2_AdaBoost,0.259082,0.688379,0.897196,1.269317e-07
RDKitDescriptorsResults/ERBB2_Naive Bayes,0.118073,0.587713,0.485981,5.487837e-09
RDKitDescriptorsResults/ERBB2_QDA,0.098131,0.500000,0.901869,1.945392e-08
RDKitDescriptorsResults/ERBB2_PLS-DA,0.708759,0.914384,0.939252,1.310362e-07
RDKitDescriptorsResults/ERBB2_DNN,0.593927,0.870713,0.920561,2.048700e-05
RDKitDescriptorsResults/ERBB3_Nearest Neighbors,0.396500,0.681818,0.967136,1.442524e-08
RDKitDescriptorsResults/ERBB3_Linear SVM,0.323773,0.679343,0.962441,5.201506e-09
RDKitDescriptorsResults/ERBB3_RBF SVM,0.051643,0.500000,0.948357,1.869736e-08
RDKitDescriptorsResults/ERBB3_Gaussian Process,0.051643,0.500000,0.948357,9.580051e-07
RDKitDescriptorsResults/ERBB3_Decision Tree,0.085687,0.601710,0.896714,1.292276e-08
RDKitDescriptorsResults/ERBB3_Random Forest,0.051643,0.500000,0.948357,7.533641e-07
RDKitDescriptorsResults/ERBB3_AdaBoost,0.214682,0.671917,0.948357,1.197256e-07
RDKitDescriptorsResults/ERBB3_Naive Bayes,0.073103,0.632538,0.629108,4.308540e-09
RDKitDescriptorsResults/ERBB3_QDA,0.051643,0.492574,0.934272,1.881817e-08
RDKitDescriptorsResults/ERBB3_PLS-DA,0.623597,0.938344,0.948357,1.317561e-07
RDKitDescriptorsResults/ERBB3_DNN,0.469909,0.908191,0.953052,2.083288e-05
RDKitDescriptorsResults/ERBB4_Nearest Neighbors,0.472890,0.810839,0.948598,1.312463e-08
RDKitDescriptorsResults/ERBB4_Linear SVM,0.552776,0.842789,0.957944,5.948330e-09
RDKitDescriptorsResults/ERBB4_RBF SVM,0.079439,0.500000,0.920561,1.966359e-08
RDKitDescriptorsResults/ERBB4_Gaussian Process,0.575549,0.818453,0.962617,2.272707e-06
RDKitDescriptorsResults/ERBB4_Decision Tree,0.310964,0.720066,0.929907,1.044707e-08
RDKitDescriptorsResults/ERBB4_Random Forest,0.248983,0.615109,0.934579,7.880870e-07
RDKitDescriptorsResults/ERBB4_AdaBoost,0.403899,0.754554,0.943925,1.310888e-07
RDKitDescriptorsResults/ERBB4_Naive Bayes,0.127940,0.677814,0.654206,7.083410e-09
RDKitDescriptorsResults/ERBB4_QDA,0.079439,0.492386,0.906542,5.848865e-08
RDKitDescriptorsResults/ERBB4_PLS-DA,0.712896,0.900866,0.943925,1.280258e-07
RDKitDescriptorsResults/ERBB4_DNN,0.710845,0.904748,0.962617,2.100906e-05
RDKitDescriptorsResults/ERK8_Nearest Neighbors,0.225013,0.646149,0.929907,1.345892e-08
RDKitDescriptorsResults/ERK8_Linear SVM,0.074766,0.500000,0.925234,7.150779e-09
RDKitDescriptorsResults/ERK8_RBF SVM,0.074766,0.500000,0.925234,1.994345e-08
RDKitDescriptorsResults/ERK8_Gaussian Process,0.074766,0.500000,0.925234,2.878151e-06
RDKitDescriptorsResults/ERK8_Decision Tree,0.167186,0.612374,0.920561,1.305155e-08
RDKitDescriptorsResults/ERK8_Random Forest,0.074766,0.500000,0.925234,7.566808e-07
RDKitDescriptorsResults/ERK8_AdaBoost,0.234229,0.672348,0.925234,1.174467e-07
RDKitDescriptorsResults/ERK8_Naive Bayes,0.089387,0.587437,0.289720,4.978058e-09
RDKitDescriptorsResults/ERK8_QDA,0.074766,0.500000,0.925234,1.818489e-08
RDKitDescriptorsResults/ERK8_PLS-DA,0.480537,0.797980,0.929907,1.210517e-07
RDKitDescriptorsResults/ERK8_DNN,0.541196,0.837121,0.939252,2.067450e-05
RDKitDescriptorsResults/FAK_Nearest Neighbors,0.056740,0.561720,0.953052,1.332710e-08
RDKitDescriptorsResults/FAK_Linear SVM,0.032864,0.500000,0.967136,5.153192e-09
RDKitDescriptorsResults/FAK_RBF SVM,0.032864,0.500000,0.967136,1.675041e-08
RDKitDescriptorsResults/FAK_Gaussian Process,0.032864,0.500000,0.967136,2.922005e-06
RDKitDescriptorsResults/FAK_Decision Tree,0.032864,0.500000,0.967136,9.142067e-09
RDKitDescriptorsResults/FAK_Random Forest,0.032864,0.500000,0.967136,7.412038e-07
RDKitDescriptorsResults/FAK_AdaBoost,0.063883,0.564147,0.957746,1.144432e-07
RDKitDescriptorsResults/FAK_Naive Bayes,0.031196,0.468100,0.638498,4.860357e-09
RDKitDescriptorsResults/FAK_QDA,0.063883,0.564147,0.957746,1.697958e-08
RDKitDescriptorsResults/FAK_PLS-DA,0.095284,0.561720,0.967136,1.273257e-07
RDKitDescriptorsResults/FAK_DNN,0.128500,0.479196,0.957746,2.069510e-05
RDKitDescriptorsResults/FGFR1_Nearest Neighbors,0.046729,0.500000,0.953271,1.519235e-08
RDKitDescriptorsResults/FGFR1_Linear SVM,0.046729,0.500000,0.953271,5.314234e-09
RDKitDescriptorsResults/FGFR1_RBF SVM,0.046729,0.500000,0.953271,1.816116e-08
RDKitDescriptorsResults/FGFR1_Gaussian Process,0.046729,0.500000,0.953271,2.224220e-06
RDKitDescriptorsResults/FGFR1_Decision Tree,0.087383,0.585294,0.934579,1.188891e-08
RDKitDescriptorsResults/FGFR1_Random Forest,0.046729,0.500000,0.953271,7.787637e-07
RDKitDescriptorsResults/FGFR1_AdaBoost,0.046729,0.495098,0.943925,1.208330e-07
RDKitDescriptorsResults/FGFR1_Naive Bayes,0.050834,0.540196,0.485981,4.627675e-09
RDKitDescriptorsResults/FGFR1_QDA,0.142056,0.550000,0.957944,1.736115e-08
RDKitDescriptorsResults/FGFR1_PLS-DA,0.122021,0.736765,0.953271,1.256513e-07
RDKitDescriptorsResults/FGFR1_DNN,0.308862,0.688235,0.953271,2.017517e-05
RDKitDescriptorsResults/FGFR2_Nearest Neighbors,0.068310,0.531716,0.929577,1.544583e-08
RDKitDescriptorsResults/FGFR2_Linear SVM,0.056338,0.500000,0.943662,5.865698e-09
RDKitDescriptorsResults/FGFR2_RBF SVM,0.056338,0.500000,0.943662,1.800761e-08
RDKitDescriptorsResults/FGFR2_Gaussian Process,0.056338,0.500000,0.943662,2.016340e-06
RDKitDescriptorsResults/FGFR2_Decision Tree,0.080282,0.563433,0.915493,1.013230e-08
RDKitDescriptorsResults/FGFR2_Random Forest,0.056338,0.500000,0.943662,1.248520e-06
RDKitDescriptorsResults/FGFR2_AdaBoost,0.056338,0.480100,0.906103,1.164658e-07
RDKitDescriptorsResults/FGFR2_Naive Bayes,0.051070,0.439055,0.384977,3.683255e-09
RDKitDescriptorsResults/FGFR2_QDA,0.056338,0.487562,0.920188,2.160228e-08
RDKitDescriptorsResults/FGFR2_PLS-DA,0.097730,0.688640,0.943662,1.352751e-07
RDKitDescriptorsResults/FGFR2_DNN,0.048731,0.389718,0.943662,2.023880e-05
RDKitDescriptorsResults/FGR_Nearest Neighbors,0.277542,0.656304,0.915888,1.445260e-08
RDKitDescriptorsResults/FGR_Linear SVM,0.193814,0.606094,0.901869,5.692858e-09
RDKitDescriptorsResults/FGR_RBF SVM,0.098131,0.500000,0.901869,2.079032e-08
RDKitDescriptorsResults/FGR_Gaussian Process,0.098131,0.500000,0.901869,9.981747e-07
RDKitDescriptorsResults/FGR_Decision Tree,0.241522,0.632494,0.911215,1.039062e-08
RDKitDescriptorsResults/FGR_Random Forest,0.117267,0.521219,0.901869,7.445636e-07
RDKitDescriptorsResults/FGR_AdaBoost,0.231399,0.680607,0.883178,1.133426e-07
RDKitDescriptorsResults/FGR_Naive Bayes,0.103120,0.526524,0.299065,4.146910e-09
RDKitDescriptorsResults/FGR_QDA,0.098131,0.494819,0.892523,1.896128e-08
RDKitDescriptorsResults/FGR_PLS-DA,0.423196,0.838391,0.901869,1.299719e-07
RDKitDescriptorsResults/FGR_DNN,0.455746,0.874661,0.892523,2.037228e-05
RDKitDescriptorsResults/FLT1_Nearest Neighbors,0.402568,0.766885,0.897196,1.322783e-08
RDKitDescriptorsResults/FLT1_Linear SVM,0.378384,0.722024,0.901869,6.073219e-09
RDKitDescriptorsResults/FLT1_RBF SVM,0.126168,0.500000,0.873832,1.672377e-08
RDKitDescriptorsResults/FLT1_Gaussian Process,0.126168,0.500000,0.873832,1.158433e-06
RDKitDescriptorsResults/FLT1_Decision Tree,0.283427,0.687463,0.869159,1.239823e-08
RDKitDescriptorsResults/FLT1_Random Forest,0.190897,0.537037,0.883178,7.565081e-07
RDKitDescriptorsResults/FLT1_AdaBoost,0.349932,0.716677,0.892523,1.147316e-07
RDKitDescriptorsResults/FLT1_Naive Bayes,0.142381,0.564567,0.294393,4.775996e-09
RDKitDescriptorsResults/FLT1_QDA,0.140014,0.515845,0.873832,2.021011e-08
RDKitDescriptorsResults/FLT1_PLS-DA,0.615355,0.820360,0.911215,1.385031e-07
RDKitDescriptorsResults/FLT1_DNN,0.629027,0.861359,0.911215,2.018552e-05
RDKitDescriptorsResults/FLT3-autoinhibited_Nearest Neighbors,0.148494,0.555556,0.962617,1.396072e-08
RDKitDescriptorsResults/FLT3-autoinhibited_Linear SVM,0.254933,0.611111,0.967290,5.127532e-09
RDKitDescriptorsResults/FLT3-autoinhibited_RBF SVM,0.042056,0.500000,0.957944,1.662507e-08
RDKitDescriptorsResults/FLT3-autoinhibited_Gaussian Process,0.042056,0.500000,0.957944,2.602165e-06
RDKitDescriptorsResults/FLT3-autoinhibited_Decision Tree,0.148494,0.555556,0.962617,1.164873e-08
RDKitDescriptorsResults/FLT3-autoinhibited_Random Forest,0.042056,0.500000,0.957944,7.317242e-07
RDKitDescriptorsResults/FLT3-autoinhibited_AdaBoost,0.361371,0.666667,0.971963,1.131239e-07
RDKitDescriptorsResults/FLT3-autoinhibited_Naive Bayes,0.044166,0.522764,0.696262,3.776288e-09
RDKitDescriptorsResults/FLT3-autoinhibited_QDA,0.042056,0.492683,0.943925,1.750683e-08
RDKitDescriptorsResults/FLT3-autoinhibited_PLS-DA,0.203190,0.646612,0.957944,1.219259e-07
RDKitDescriptorsResults/FLT3-autoinhibited_DNN,0.311074,0.785366,0.962617,1.991026e-05
RDKitDescriptorsResults/FLT3_Nearest Neighbors,0.348263,0.666590,0.855140,1.762748e-08
RDKitDescriptorsResults/FLT3_Linear SVM,0.287334,0.588945,0.850467,8.734805e-09
RDKitDescriptorsResults/FLT3_RBF SVM,0.195251,0.513514,0.831776,1.856990e-08
RDKitDescriptorsResults/FLT3_Gaussian Process,0.250547,0.580470,0.836449,4.248748e-06
RDKitDescriptorsResults/FLT3_Decision Tree,0.353818,0.693007,0.845794,1.217411e-08
RDKitDescriptorsResults/FLT3_Random Forest,0.172897,0.500000,0.827103,7.540096e-07
RDKitDescriptorsResults/FLT3_AdaBoost,0.222001,0.574210,0.808411,1.155990e-07
RDKitDescriptorsResults/FLT3_Naive Bayes,0.176269,0.511528,0.280374,4.860725e-09
RDKitDescriptorsResults/FLT3_QDA,0.172897,0.500000,0.827103,1.939233e-08
RDKitDescriptorsResults/FLT3_PLS-DA,0.460102,0.774469,0.845794,9.671062e-08
RDKitDescriptorsResults/FLT3_DNN,0.474011,0.767751,0.827103,2.094639e-05
RDKitDescriptorsResults/FLT4_Nearest Neighbors,0.315033,0.690262,0.892523,1.773677e-08
RDKitDescriptorsResults/FLT4_Linear SVM,0.395279,0.686989,0.915888,6.017916e-09
RDKitDescriptorsResults/FLT4_RBF SVM,0.155284,0.519231,0.883178,1.652601e-08
RDKitDescriptorsResults/FLT4_Gaussian Process,0.121495,0.500000,0.878505,1.051086e-06
RDKitDescriptorsResults/FLT4_Decision Tree,0.233755,0.618658,0.883178,1.008494e-08
RDKitDescriptorsResults/FLT4_Random Forest,0.155284,0.519231,0.883178,7.373535e-07
RDKitDescriptorsResults/FLT4_AdaBoost,0.329157,0.706833,0.892523,1.115360e-07
RDKitDescriptorsResults/FLT4_Naive Bayes,0.144430,0.589198,0.336449,3.819266e-09
RDKitDescriptorsResults/FLT4_QDA,0.121495,0.492021,0.864486,3.742063e-08
RDKitDescriptorsResults/FLT4_PLS-DA,0.605213,0.827741,0.897196,1.267168e-07
RDKitDescriptorsResults/FLT4_DNN,0.494194,0.824468,0.901869,1.949828e-05
RDKitDescriptorsResults/FRK_Nearest Neighbors,0.297146,0.696151,0.911215,1.657933e-08
RDKitDescriptorsResults/FRK_Linear SVM,0.282966,0.693560,0.906542,5.392232e-09
RDKitDescriptorsResults/FRK_RBF SVM,0.098131,0.500000,0.901869,1.701252e-08
RDKitDescriptorsResults/FRK_Gaussian Process,0.314716,0.680113,0.920561,5.437334e-06
RDKitDescriptorsResults/FRK_Decision Tree,0.213129,0.659388,0.883178,9.887577e-09
RDKitDescriptorsResults/FRK_Random Forest,0.098131,0.500000,0.901869,7.462841e-07
RDKitDescriptorsResults/FRK_AdaBoost,0.308634,0.733407,0.901869,1.127800e-07
RDKitDescriptorsResults/FRK_Naive Bayes,0.113558,0.573649,0.345794,4.134373e-09
RDKitDescriptorsResults/FRK_QDA,0.098131,0.500000,0.901869,1.774475e-08
RDKitDescriptorsResults/FRK_PLS-DA,0.447918,0.843819,0.911215,8.897306e-08
RDKitDescriptorsResults/FRK_DNN,0.542253,0.857390,0.915888,1.943269e-05
RDKitDescriptorsResults/FYN_Nearest Neighbors,0.222741,0.619949,0.934579,1.662469e-08
RDKitDescriptorsResults/FYN_Linear SVM,0.201373,0.591225,0.934579,5.326998e-09
RDKitDescriptorsResults/FYN_RBF SVM,0.132593,0.531250,0.929907,1.691017e-08
RDKitDescriptorsResults/FYN_Gaussian Process,0.074766,0.500000,0.925234,1.663719e-06
RDKitDescriptorsResults/FYN_Decision Tree,0.191229,0.704545,0.878505,1.113096e-08
RDKitDescriptorsResults/FYN_Random Forest,0.074766,0.500000,0.925234,7.127051e-07
RDKitDescriptorsResults/FYN_AdaBoost,0.203240,0.688447,0.901869,1.084620e-07
RDKitDescriptorsResults/FYN_Naive Bayes,0.089387,0.587437,0.289720,3.344207e-09
RDKitDescriptorsResults/FYN_QDA,0.074766,0.459596,0.850467,3.231689e-08
RDKitDescriptorsResults/FYN_PLS-DA,0.445154,0.917614,0.911215,1.188896e-07
RDKitDescriptorsResults/FYN_DNN,0.552467,0.917929,0.943925,1.930179e-05
RDKitDescriptorsResults/GAK_Nearest Neighbors,0.245525,0.639981,0.855140,1.272669e-08
RDKitDescriptorsResults/GAK_Linear SVM,0.282039,0.627120,0.883178,6.164875e-09
RDKitDescriptorsResults/GAK_RBF SVM,0.135514,0.500000,0.864486,1.963732e-08
RDKitDescriptorsResults/GAK_Gaussian Process,0.262649,0.598043,0.883178,3.757824e-06
RDKitDescriptorsResults/GAK_Decision Tree,0.214283,0.608201,0.850467,1.022698e-08
RDKitDescriptorsResults/GAK_Random Forest,0.165324,0.517241,0.869159,7.485663e-07
RDKitDescriptorsResults/GAK_AdaBoost,0.245257,0.619012,0.869159,1.113406e-07
RDKitDescriptorsResults/GAK_Naive Bayes,0.167324,0.606710,0.420561,5.724952e-09
RDKitDescriptorsResults/GAK_QDA,0.135514,0.497297,0.859813,1.970582e-08
RDKitDescriptorsResults/GAK_PLS-DA,0.381300,0.754706,0.859813,9.790734e-08
RDKitDescriptorsResults/GAK_DNN,0.525580,0.774651,0.887850,2.001991e-05
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_Nearest Neighbors,0.229866,0.679808,0.938967,1.307682e-08
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_Linear SVM,0.075569,0.530962,0.929577,5.799056e-09
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_RBF SVM,0.061033,0.500000,0.938967,1.758450e-08
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_Gaussian Process,0.128566,0.571923,0.938967,5.676893e-06
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_Decision Tree,0.196100,0.643846,0.938967,1.106345e-08
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_Random Forest,0.061033,0.500000,0.938967,7.172974e-07
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_AdaBoost,0.351679,0.790192,0.943662,1.180456e-07
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_Naive Bayes,0.094891,0.690000,0.417840,4.462583e-09
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_QDA,0.061033,0.492500,0.924883,2.796694e-08
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_PLS-DA,0.301603,0.806154,0.938967,9.004948e-08
RDKitDescriptorsResults/GCN2(Kin.Dom.2 S808G)_DNN,0.526640,0.916538,0.938967,1.973991e-05
RDKitDescriptorsResults/GRK1_Nearest Neighbors,0.042056,0.500000,0.957944,1.422823e-08
RDKitDescriptorsResults/GRK1_Linear SVM,0.042056,0.497561,0.953271,7.193848e-09
RDKitDescriptorsResults/GRK1_RBF SVM,0.042056,0.500000,0.957944,1.657496e-08
RDKitDescriptorsResults/GRK1_Gaussian Process,0.042056,0.500000,0.957944,1.912729e-06
RDKitDescriptorsResults/GRK1_Decision Tree,0.042056,0.497561,0.953271,1.019248e-08
RDKitDescriptorsResults/GRK1_Random Forest,0.042056,0.500000,0.957944,7.395805e-07
RDKitDescriptorsResults/GRK1_AdaBoost,0.065161,0.548238,0.948598,1.134106e-07
RDKitDescriptorsResults/GRK1_Naive Bayes,0.041460,0.492412,0.434579,4.014377e-09
RDKitDescriptorsResults/GRK1_QDA,0.042056,0.497561,0.953271,1.843362e-08
RDKitDescriptorsResults/GRK1_PLS-DA,0.114610,0.710027,0.957944,1.263981e-07
RDKitDescriptorsResults/GRK1_DNN,0.267588,0.647696,0.953271,2.100945e-05
RDKitDescriptorsResults/GRK3_Nearest Neighbors,0.074420,0.550678,0.953271,1.278127e-08
RDKitDescriptorsResults/GRK3_Linear SVM,0.042056,0.492683,0.943925,6.007941e-09
RDKitDescriptorsResults/GRK3_RBF SVM,0.042056,0.500000,0.957944,1.728003e-08
