Kin-Method,AVG-PR,ROC-AUC,Acc,Emission(kW)
RDKitDescriptorsResults/RIPK1_Naive Bayes,0.079457,0.663141,0.605634,4.223999e-09
RDKitDescriptorsResults/RIPK1_QDA,0.051643,0.495050,0.938967,6.945846e-08
RDKitDescriptorsResults/RIPK1_PLS-DA,0.093705,0.724122,0.948357,1.265808e-07
RDKitDescriptorsResults/RIPK1_DNN,0.617083,0.884338,0.953052,2.027167e-05
RDKitDescriptorsResults/RIPK2_Nearest Neighbors,0.187020,0.587047,0.859813,1.378486e-08
RDKitDescriptorsResults/RIPK2_Linear SVM,0.181464,0.584373,0.855140,7.166186e-09
RDKitDescriptorsResults/RIPK2_RBF SVM,0.126168,0.497326,0.869159,1.982498e-08
RDKitDescriptorsResults/RIPK2_Gaussian Process,0.126168,0.500000,0.873832,1.547815e-06
RDKitDescriptorsResults/RIPK2_Decision Tree,0.269613,0.671618,0.869159,9.444200e-09
RDKitDescriptorsResults/RIPK2_Random Forest,0.158532,0.518519,0.878505,7.723968e-07
RDKitDescriptorsResults/RIPK2_AdaBoost,0.260583,0.645276,0.878505,1.282608e-07
RDKitDescriptorsResults/RIPK2_Naive Bayes,0.147590,0.581006,0.378505,4.847223e-09
RDKitDescriptorsResults/RIPK2_QDA,0.126168,0.491979,0.859813,1.924337e-08
RDKitDescriptorsResults/RIPK2_PLS-DA,0.381972,0.763518,0.869159,1.281590e-07
RDKitDescriptorsResults/RIPK2_DNN,0.384507,0.766686,0.878505,2.008795e-05
RDKitDescriptorsResults/RIPK4_Nearest Neighbors,0.037383,0.500000,0.962617,1.245748e-08
RDKitDescriptorsResults/RIPK4_Linear SVM,0.037383,0.500000,0.962617,5.020136e-09
RDKitDescriptorsResults/RIPK4_RBF SVM,0.037383,0.500000,0.962617,1.689549e-08
RDKitDescriptorsResults/RIPK4_Gaussian Process,0.037383,0.500000,0.962617,2.142476e-06
RDKitDescriptorsResults/RIPK4_Decision Tree,0.037383,0.492718,0.948598,1.153084e-08
RDKitDescriptorsResults/RIPK4_Random Forest,0.037383,0.500000,0.962617,7.550845e-07
RDKitDescriptorsResults/RIPK4_AdaBoost,0.057710,0.552791,0.948598,1.227446e-07
RDKitDescriptorsResults/RIPK4_Naive Bayes,0.050043,0.626820,0.397196,4.560188e-09
RDKitDescriptorsResults/RIPK4_QDA,0.037383,0.490291,0.943925,2.279499e-08
RDKitDescriptorsResults/RIPK4_PLS-DA,0.200543,0.751820,0.962617,1.264796e-07
RDKitDescriptorsResults/RIPK4_DNN,0.205342,0.726942,0.962617,2.069970e-05
RDKitDescriptorsResults/ROCK1_Nearest Neighbors,0.441789,0.711695,0.939252,1.402948e-08
RDKitDescriptorsResults/ROCK1_Linear SVM,0.406724,0.709104,0.934579,6.057922e-09
RDKitDescriptorsResults/ROCK1_RBF SVM,0.141077,0.523810,0.906542,1.990862e-08
RDKitDescriptorsResults/ROCK1_Gaussian Process,0.098131,0.500000,0.901869,1.107718e-06
RDKitDescriptorsResults/ROCK1_Decision Tree,0.120531,0.537256,0.892523,1.074229e-08
RDKitDescriptorsResults/ROCK1_Random Forest,0.098131,0.500000,0.901869,7.594058e-07
RDKitDescriptorsResults/ROCK1_AdaBoost,0.263922,0.672341,0.906542,1.166655e-07
RDKitDescriptorsResults/ROCK1_Naive Bayes,0.112287,0.569455,0.261682,4.803137e-09
RDKitDescriptorsResults/ROCK1_QDA,0.098131,0.494819,0.892523,1.826056e-08
RDKitDescriptorsResults/ROCK1_PLS-DA,0.399533,0.819640,0.911215,1.287461e-07
RDKitDescriptorsResults/ROCK1_DNN,0.579723,0.818900,0.906542,2.078025e-05
RDKitDescriptorsResults/ROCK2_Nearest Neighbors,0.271274,0.650202,0.925234,1.381705e-08
RDKitDescriptorsResults/ROCK2_Linear SVM,0.434289,0.731714,0.943925,7.856587e-09
RDKitDescriptorsResults/ROCK2_RBF SVM,0.110428,0.523752,0.911215,1.679699e-08
RDKitDescriptorsResults/ROCK2_Gaussian Process,0.088785,0.500000,0.911215,3.021488e-06
RDKitDescriptorsResults/ROCK2_Decision Tree,0.159406,0.608502,0.892523,1.156446e-08
RDKitDescriptorsResults/ROCK2_Random Forest,0.088785,0.500000,0.911215,7.714819e-07
RDKitDescriptorsResults/ROCK2_AdaBoost,0.351240,0.724022,0.929907,1.161032e-07
RDKitDescriptorsResults/ROCK2_Naive Bayes,0.092598,0.522267,0.345794,4.701244e-09
RDKitDescriptorsResults/ROCK2_QDA,0.101656,0.521188,0.906542,2.019500e-08
RDKitDescriptorsResults/ROCK2_PLS-DA,0.539730,0.854791,0.929907,1.289931e-07
RDKitDescriptorsResults/ROCK2_DNN,0.518716,0.817814,0.929907,2.014041e-05
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_Nearest Neighbors,0.157864,0.562500,0.967136,1.481632e-08
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_Linear SVM,0.278169,0.625000,0.971831,4.937599e-09
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_RBF SVM,0.037559,0.500000,0.962441,1.949464e-08
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_Gaussian Process,0.037559,0.500000,0.962441,1.553965e-06
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_Decision Tree,0.200598,0.732927,0.948357,1.037129e-08
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_Random Forest,0.037559,0.500000,0.962441,7.420329e-07
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_AdaBoost,0.064114,0.555183,0.953052,1.162087e-07
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_Naive Bayes,0.073675,0.718902,0.690141,5.043946e-09
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_QDA,0.037559,0.492683,0.948357,1.768116e-08
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_PLS-DA,0.158838,0.781098,0.962441,1.258406e-07
RDKitDescriptorsResults/RPS6KA4(Kin.Dom.2-C-terminal)_DNN,0.222822,0.792073,0.962441,2.030530e-05
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.092939,0.553117,0.957944,1.502731e-08
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_Linear SVM,0.074420,0.550678,0.953271,7.118827e-09
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_RBF SVM,0.042056,0.500000,0.957944,1.711759e-08
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_Gaussian Process,0.042056,0.500000,0.957944,1.619962e-06
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_Decision Tree,0.121599,0.603794,0.953271,1.293290e-08
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_Random Forest,0.042056,0.500000,0.957944,7.758595e-07
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_AdaBoost,0.065161,0.548238,0.948598,1.213871e-07
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_Naive Bayes,0.057975,0.626016,0.588785,4.289365e-09
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_QDA,0.042056,0.497561,0.953271,1.893763e-08
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_PLS-DA,0.207499,0.784824,0.957944,1.067620e-07
RDKitDescriptorsResults/RSK1(Kin.Dom.1-N-terminal)_DNN,0.207671,0.772358,0.957944,2.139734e-05
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.093114,0.553105,0.957746,1.340926e-08
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_Linear SVM,0.181012,0.608660,0.962441,5.658550e-09
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_RBF SVM,0.042254,0.500000,0.957746,1.813520e-08
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_Gaussian Process,0.042254,0.500000,0.957746,5.531630e-06
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_Decision Tree,0.074596,0.550654,0.953052,1.252236e-08
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_Random Forest,0.042254,0.500000,0.957746,7.550371e-07
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_AdaBoost,0.139280,0.651961,0.943662,1.175067e-07
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_Naive Bayes,0.041363,0.488562,0.427230,4.267805e-09
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_QDA,0.042254,0.497549,0.953052,1.771413e-08
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_PLS-DA,0.089185,0.725490,0.957746,9.261745e-08
RDKitDescriptorsResults/RSK2(Kin.Dom.1-N-terminal)_DNN,0.293105,0.838235,0.957746,2.104230e-05
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.042056,0.500000,0.957944,1.532385e-08
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_Linear SVM,0.042056,0.500000,0.957944,6.492418e-09
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_RBF SVM,0.042056,0.500000,0.957944,1.744609e-08
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_Gaussian Process,0.042056,0.500000,0.957944,1.789513e-06
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_Decision Tree,0.055902,0.543360,0.939252,1.075522e-08
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_Random Forest,0.042056,0.500000,0.957944,7.406763e-07
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_AdaBoost,0.092939,0.553117,0.957944,1.169277e-07
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_Naive Bayes,0.042846,0.509485,0.467290,5.685865e-09
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_QDA,0.042056,0.492683,0.943925,1.962903e-08
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_PLS-DA,0.062704,0.570732,0.957944,1.295495e-07
RDKitDescriptorsResults/RSK3(Kin.Dom.1-N-terminal)_DNN,0.102150,0.624932,0.957944,2.056993e-05
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_Nearest Neighbors,0.099598,0.569001,0.967136,1.417980e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_Linear SVM,0.075788,0.566574,0.962441,4.695823e-09
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_RBF SVM,0.032864,0.500000,0.967136,1.672966e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_Gaussian Process,0.032864,0.500000,0.967136,1.284302e-06
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_Decision Tree,0.179494,0.702150,0.957746,1.261795e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_Random Forest,0.032864,0.500000,0.967136,7.308034e-07
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_AdaBoost,0.166331,0.638003,0.967136,1.214825e-07
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_Naive Bayes,0.032457,0.493412,0.553991,4.052129e-09
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_QDA,0.032864,0.490291,0.948357,1.883741e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_PLS-DA,0.211881,0.797503,0.967136,1.278224e-07
RDKitDescriptorsResults/RSK4(Kin.Dom.1-N-terminal)_DNN,0.269490,0.823856,0.967136,1.992192e-05
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_Nearest Neighbors,0.231914,0.656616,0.934579,2.376563e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_Linear SVM,0.132087,0.533333,0.934579,5.858123e-09
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_RBF SVM,0.070093,0.500000,0.929907,1.693300e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_Gaussian Process,0.070093,0.500000,0.929907,2.354703e-06
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_Decision Tree,0.076532,0.520771,0.911215,1.155930e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_Random Forest,0.070093,0.500000,0.929907,7.391806e-07
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_AdaBoost,0.158069,0.618258,0.920561,1.139007e-07
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_Naive Bayes,0.086857,0.594640,0.532710,5.944133e-09
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_QDA,0.070093,0.494975,0.920561,1.989092e-08
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_PLS-DA,0.175737,0.730988,0.929907,1.278502e-07
RDKitDescriptorsResults/RSK4(Kin.Dom.2-C-terminal)_DNN,0.381954,0.784590,0.929907,2.017203e-05
RDKitDescriptorsResults/SBK1_Nearest Neighbors,0.074596,0.550654,0.953052,1.410339e-08
RDKitDescriptorsResults/SBK1_Linear SVM,0.093114,0.553105,0.957746,6.103696e-09
RDKitDescriptorsResults/SBK1_RBF SVM,0.042254,0.500000,0.957746,1.670876e-08
RDKitDescriptorsResults/SBK1_Gaussian Process,0.042254,0.500000,0.957746,2.398795e-06
RDKitDescriptorsResults/SBK1_Decision Tree,0.059781,0.545752,0.943662,1.118307e-08
RDKitDescriptorsResults/SBK1_Random Forest,0.042254,0.500000,0.957746,7.393935e-07
RDKitDescriptorsResults/SBK1_AdaBoost,0.074596,0.550654,0.953052,1.180205e-07
RDKitDescriptorsResults/SBK1_Naive Bayes,0.056831,0.611111,0.661972,4.929766e-09
RDKitDescriptorsResults/SBK1_QDA,0.042254,0.497549,0.953052,1.913634e-08
RDKitDescriptorsResults/SBK1_PLS-DA,0.065942,0.568627,0.957746,1.262006e-07
RDKitDescriptorsResults/SBK1_DNN,0.101269,0.610566,0.957746,1.967585e-05
RDKitDescriptorsResults/SGK_Nearest Neighbors,0.032710,0.500000,0.967290,1.334616e-08
RDKitDescriptorsResults/SGK_Linear SVM,0.032710,0.500000,0.967290,4.990892e-09
RDKitDescriptorsResults/SGK_RBF SVM,0.032710,0.500000,0.967290,1.634656e-08
RDKitDescriptorsResults/SGK_Gaussian Process,0.032710,0.500000,0.967290,2.344267e-06
RDKitDescriptorsResults/SGK_Decision Tree,0.032710,0.480676,0.929907,1.211871e-08
RDKitDescriptorsResults/SGK_Random Forest,0.032710,0.500000,0.967290,7.467639e-07
RDKitDescriptorsResults/SGK_AdaBoost,0.032710,0.497585,0.962617,1.127808e-07
RDKitDescriptorsResults/SGK_Naive Bayes,0.061188,0.723257,0.598131,5.107143e-09
RDKitDescriptorsResults/SGK_QDA,0.032710,0.490338,0.948598,1.926504e-08
RDKitDescriptorsResults/SGK_PLS-DA,0.200858,0.748792,0.967290,1.257228e-07
RDKitDescriptorsResults/SGK_DNN,0.261187,0.776398,0.967290,2.066572e-05
RDKitDescriptorsResults/SIK2_Nearest Neighbors,0.079180,0.536716,0.939252,1.866345e-08
RDKitDescriptorsResults/SIK2_Linear SVM,0.093069,0.539191,0.943925,6.749676e-09
RDKitDescriptorsResults/SIK2_RBF SVM,0.056075,0.500000,0.943925,2.080814e-08
RDKitDescriptorsResults/SIK2_Gaussian Process,0.056075,0.500000,0.943925,8.245336e-07
RDKitDescriptorsResults/SIK2_Decision Tree,0.072235,0.534241,0.934579,8.253395e-09
RDKitDescriptorsResults/SIK2_Random Forest,0.093069,0.539191,0.943925,7.424042e-07
RDKitDescriptorsResults/SIK2_AdaBoost,0.072235,0.534241,0.934579,1.129470e-07
RDKitDescriptorsResults/SIK2_Naive Bayes,0.075382,0.625000,0.514019,4.719363e-09
RDKitDescriptorsResults/SIK2_QDA,0.056075,0.500000,0.943925,1.797370e-08
RDKitDescriptorsResults/SIK2_PLS-DA,0.186289,0.740099,0.943925,1.253253e-07
RDKitDescriptorsResults/SIK2_DNN,0.353285,0.731023,0.943925,1.949745e-05
RDKitDescriptorsResults/SIK_Nearest Neighbors,0.310110,0.636364,0.962617,1.379008e-08
RDKitDescriptorsResults/SIK_Linear SVM,0.241929,0.633901,0.957944,6.004381e-09
RDKitDescriptorsResults/SIK_RBF SVM,0.051402,0.500000,0.948598,1.832889e-08
RDKitDescriptorsResults/SIK_Gaussian Process,0.310110,0.636364,0.962617,5.022643e-06
RDKitDescriptorsResults/SIK_Decision Tree,0.240502,0.674429,0.953271,1.093292e-08
RDKitDescriptorsResults/SIK_Random Forest,0.223874,0.590909,0.957944,7.392565e-07
RDKitDescriptorsResults/SIK_AdaBoost,0.154266,0.626511,0.943925,1.133068e-07
RDKitDescriptorsResults/SIK_Naive Bayes,0.067643,0.611285,0.588785,4.892854e-09
RDKitDescriptorsResults/SIK_QDA,0.051402,0.500000,0.948598,1.735930e-08
RDKitDescriptorsResults/SIK_PLS-DA,0.379775,0.825795,0.957944,8.682863e-08
RDKitDescriptorsResults/SIK_DNN,0.158654,0.765338,0.948598,1.968538e-05
RDKitDescriptorsResults/SLK_Nearest Neighbors,0.298398,0.653298,0.892523,1.570946e-08
RDKitDescriptorsResults/SLK_Linear SVM,0.161349,0.555357,0.859813,7.737344e-09
RDKitDescriptorsResults/SLK_RBF SVM,0.158532,0.518519,0.878505,1.679039e-08
RDKitDescriptorsResults/SLK_Gaussian Process,0.126168,0.500000,0.873832,1.808672e-06
RDKitDescriptorsResults/SLK_Decision Tree,0.168306,0.576352,0.841121,1.270320e-08
RDKitDescriptorsResults/SLK_Random Forest,0.140014,0.515845,0.873832,7.360713e-07
RDKitDescriptorsResults/SLK_AdaBoost,0.176562,0.581699,0.850467,1.122399e-07
RDKitDescriptorsResults/SLK_Naive Bayes,0.138462,0.550802,0.214953,6.829312e-09
RDKitDescriptorsResults/SLK_QDA,0.126168,0.500000,0.873832,1.980961e-08
RDKitDescriptorsResults/SLK_PLS-DA,0.441644,0.808675,0.873832,1.233839e-07
RDKitDescriptorsResults/SLK_DNN,0.465372,0.831452,0.892523,1.965772e-05
RDKitDescriptorsResults/SNARK_Nearest Neighbors,0.241422,0.643466,0.901869,1.294964e-08
RDKitDescriptorsResults/SNARK_Linear SVM,0.209298,0.635653,0.887850,6.439599e-09
RDKitDescriptorsResults/SNARK_RBF SVM,0.143585,0.522727,0.901869,1.746939e-08
RDKitDescriptorsResults/SNARK_Gaussian Process,0.102804,0.500000,0.897196,7.271518e-07
RDKitDescriptorsResults/SNARK_Decision Tree,0.236072,0.673295,0.883178,1.107317e-08
RDKitDescriptorsResults/SNARK_Random Forest,0.102804,0.500000,0.897196,7.397657e-07
RDKitDescriptorsResults/SNARK_AdaBoost,0.247239,0.660985,0.897196,1.146892e-07
RDKitDescriptorsResults/SNARK_Naive Bayes,0.106879,0.521070,0.285047,3.735606e-09
RDKitDescriptorsResults/SNARK_QDA,0.129822,0.537642,0.892523,1.836865e-08
RDKitDescriptorsResults/SNARK_PLS-DA,0.455699,0.812263,0.906542,1.201150e-07
RDKitDescriptorsResults/SNARK_DNN,0.482169,0.772964,0.915888,1.997979e-05
RDKitDescriptorsResults/SRC_Nearest Neighbors,0.125649,0.568027,0.901869,1.766894e-08
RDKitDescriptorsResults/SRC_Linear SVM,0.292229,0.636338,0.934579,6.012464e-09
RDKitDescriptorsResults/SRC_RBF SVM,0.084112,0.500000,0.915888,1.797117e-08
RDKitDescriptorsResults/SRC_Gaussian Process,0.084112,0.500000,0.915888,2.863632e-06
RDKitDescriptorsResults/SRC_Decision Tree,0.128913,0.585601,0.887850,1.223771e-08
RDKitDescriptorsResults/SRC_Random Forest,0.084112,0.500000,0.915888,7.361721e-07
RDKitDescriptorsResults/SRC_AdaBoost,0.187010,0.623583,0.911215,1.097889e-07
RDKitDescriptorsResults/SRC_Naive Bayes,0.090537,0.537415,0.429907,5.747686e-09
RDKitDescriptorsResults/SRC_QDA,0.084112,0.500000,0.915888,2.008564e-08
RDKitDescriptorsResults/SRC_PLS-DA,0.316942,0.717120,0.925234,1.090468e-07
RDKitDescriptorsResults/SRC_DNN,0.252369,0.606009,0.915888,1.928615e-05
RDKitDescriptorsResults/SRMS_Nearest Neighbors,0.482714,0.727273,0.971831,1.278563e-08
RDKitDescriptorsResults/SRMS_Linear SVM,0.137857,0.545455,0.953052,6.912815e-09
RDKitDescriptorsResults/SRMS_RBF SVM,0.051643,0.500000,0.948357,1.935654e-08
RDKitDescriptorsResults/SRMS_Gaussian Process,0.051643,0.500000,0.948357,1.907108e-06
RDKitDescriptorsResults/SRMS_Decision Tree,0.432565,0.767777,0.967136,9.980413e-09
RDKitDescriptorsResults/SRMS_Random Forest,0.051643,0.500000,0.948357,7.071449e-07
RDKitDescriptorsResults/SRMS_AdaBoost,0.136760,0.657066,0.920188,1.104054e-07
RDKitDescriptorsResults/SRMS_Naive Bayes,0.056938,0.544104,0.624413,5.341058e-09
RDKitDescriptorsResults/SRMS_QDA,0.051643,0.495050,0.938967,1.696714e-08
RDKitDescriptorsResults/SRMS_PLS-DA,0.352095,0.856436,0.948357,1.230471e-07
RDKitDescriptorsResults/SRMS_DNN,0.592433,0.939244,0.957746,1.969955e-05
RDKitDescriptorsResults/SRPK1_Nearest Neighbors,0.070423,0.494949,0.920188,1.339523e-08
RDKitDescriptorsResults/SRPK1_Linear SVM,0.070423,0.487374,0.906103,5.384255e-09
RDKitDescriptorsResults/SRPK1_RBF SVM,0.070423,0.500000,0.929577,1.857280e-08
RDKitDescriptorsResults/SRPK1_Gaussian Process,0.070423,0.500000,0.929577,1.154884e-06
RDKitDescriptorsResults/SRPK1_Decision Tree,0.074061,0.515657,0.901408,1.149207e-08
RDKitDescriptorsResults/SRPK1_Random Forest,0.070423,0.500000,0.929577,7.324646e-07
RDKitDescriptorsResults/SRPK1_AdaBoost,0.094366,0.551515,0.910798,1.103009e-07
RDKitDescriptorsResults/SRPK1_Naive Bayes,0.093584,0.630808,0.370892,5.450433e-09
RDKitDescriptorsResults/SRPK1_QDA,0.070423,0.494949,0.920188,1.859053e-08
RDKitDescriptorsResults/SRPK1_PLS-DA,0.299616,0.886532,0.915493,1.235666e-07
RDKitDescriptorsResults/SRPK1_DNN,0.360054,0.905387,0.915493,1.933627e-05
RDKitDescriptorsResults/SRPK3_Nearest Neighbors,0.051643,0.497525,0.943662,1.406480e-08
RDKitDescriptorsResults/SRPK3_Linear SVM,0.077251,0.540504,0.943662,9.894521e-09
RDKitDescriptorsResults/SRPK3_RBF SVM,0.051643,0.500000,0.948357,1.970272e-08
RDKitDescriptorsResults/SRPK3_Gaussian Process,0.051643,0.500000,0.948357,2.418885e-06
RDKitDescriptorsResults/SRPK3_Decision Tree,0.082658,0.573582,0.924883,1.073721e-08
RDKitDescriptorsResults/SRPK3_Random Forest,0.051643,0.500000,0.948357,7.594869e-07
RDKitDescriptorsResults/SRPK3_AdaBoost,0.059935,0.530603,0.924883,1.110130e-07
RDKitDescriptorsResults/SRPK3_Naive Bayes,0.071052,0.640189,0.399061,4.563819e-09
RDKitDescriptorsResults/SRPK3_QDA,0.051643,0.492574,0.934272,2.030965e-08
RDKitDescriptorsResults/SRPK3_PLS-DA,0.096013,0.656166,0.948357,1.229314e-07
RDKitDescriptorsResults/SRPK3_DNN,0.101776,0.599010,0.948357,1.923493e-05
RDKitDescriptorsResults/STK16_Nearest Neighbors,0.210214,0.635319,0.938967,1.275545e-08
RDKitDescriptorsResults/STK16_Linear SVM,0.323273,0.706748,0.948357,6.462937e-09
RDKitDescriptorsResults/STK16_RBF SVM,0.065728,0.500000,0.934272,1.670695e-08
RDKitDescriptorsResults/STK16_Gaussian Process,0.065728,0.500000,0.934272,2.755100e-06
RDKitDescriptorsResults/STK16_Decision Tree,0.142186,0.622757,0.915493,1.210043e-08
RDKitDescriptorsResults/STK16_Random Forest,0.065728,0.500000,0.934272,7.624095e-07
RDKitDescriptorsResults/STK16_AdaBoost,0.379817,0.773151,0.948357,1.082598e-07
RDKitDescriptorsResults/STK16_Naive Bayes,0.085711,0.622577,0.356808,4.924610e-09
RDKitDescriptorsResults/STK16_QDA,0.065728,0.497487,0.929577,1.672355e-08
RDKitDescriptorsResults/STK16_PLS-DA,0.433914,0.860014,0.943662,1.172732e-07
RDKitDescriptorsResults/STK16_DNN,0.533267,0.874372,0.934272,1.925743e-05
RDKitDescriptorsResults/STK33_Nearest Neighbors,0.195902,0.643896,0.939252,1.396668e-08
RDKitDescriptorsResults/STK33_Linear SVM,0.197640,0.674895,0.929907,5.314006e-09
RDKitDescriptorsResults/STK33_RBF SVM,0.060748,0.500000,0.939252,1.847842e-08
RDKitDescriptorsResults/STK33_Gaussian Process,0.094536,0.535974,0.939252,5.628832e-06
RDKitDescriptorsResults/STK33_Decision Tree,0.083166,0.575584,0.878505,1.094716e-08
RDKitDescriptorsResults/STK33_Random Forest,0.060748,0.500000,0.939252,7.436915e-07
RDKitDescriptorsResults/STK33_AdaBoost,0.123652,0.600459,0.925234,1.098848e-07
RDKitDescriptorsResults/STK33_Naive Bayes,0.064390,0.529085,0.453271,4.204929e-09
RDKitDescriptorsResults/STK33_QDA,0.060748,0.490050,0.920561,1.547534e-08
RDKitDescriptorsResults/STK33_PLS-DA,0.379502,0.834290,0.939252,8.867569e-08
RDKitDescriptorsResults/STK33_DNN,0.296015,0.703406,0.939252,1.925226e-05
RDKitDescriptorsResults/STK36_Nearest Neighbors,0.380086,0.705846,0.962441,1.483192e-08
RDKitDescriptorsResults/STK36_Linear SVM,0.304225,0.664179,0.957746,6.753993e-09
RDKitDescriptorsResults/STK36_RBF SVM,0.056338,0.500000,0.943662,1.743535e-08
RDKitDescriptorsResults/STK36_Gaussian Process,0.229754,0.622512,0.953052,4.963344e-06
RDKitDescriptorsResults/STK36_Decision Tree,0.241197,0.695896,0.943662,1.054077e-08
RDKitDescriptorsResults/STK36_Random Forest,0.134977,0.541667,0.948357,7.495426e-07
RDKitDescriptorsResults/STK36_AdaBoost,0.264345,0.698383,0.948357,1.138286e-07
RDKitDescriptorsResults/STK36_Naive Bayes,0.061636,0.542910,0.507042,3.148060e-09
RDKitDescriptorsResults/STK36_QDA,0.056338,0.492537,0.929577,1.501264e-08
RDKitDescriptorsResults/STK36_PLS-DA,0.423281,0.720978,0.953052,8.858879e-08
RDKitDescriptorsResults/STK36_DNN,0.417029,0.709370,0.957746,2.153557e-05
RDKitDescriptorsResults/SYK_Nearest Neighbors,0.067056,0.542647,0.943925,1.380180e-08
RDKitDescriptorsResults/SYK_Linear SVM,0.092056,0.547549,0.953271,7.505342e-09
RDKitDescriptorsResults/SYK_RBF SVM,0.046729,0.500000,0.953271,1.950528e-08
RDKitDescriptorsResults/SYK_Gaussian Process,0.046729,0.500000,0.953271,2.117587e-06
RDKitDescriptorsResults/SYK_Decision Tree,0.073747,0.577941,0.920561,1.260343e-08
RDKitDescriptorsResults/SYK_Random Forest,0.046729,0.500000,0.953271,7.428798e-07
RDKitDescriptorsResults/SYK_AdaBoost,0.094526,0.587745,0.939252,1.140813e-07
RDKitDescriptorsResults/SYK_Naive Bayes,0.049960,0.531863,0.560748,4.083174e-09
RDKitDescriptorsResults/SYK_QDA,0.046729,0.495098,0.943925,1.962278e-08
RDKitDescriptorsResults/SYK_PLS-DA,0.124131,0.705392,0.953271,1.341341e-07
RDKitDescriptorsResults/SYK_DNN,0.166600,0.804902,0.943925,2.066692e-05
